#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_3	cds	248318	249748	+	PMOIHC_07300	ansP	amino acid transporter	COG:COG1113, COG:E, RefSeq:WP_002903059.1, SO:0001217, UniParc:UPI0001575F5A, UniRef:UniRef100_A0A7U7F5S8, UniRef:UniRef50_W9BP56, UniRef:UniRef90_W9BP56
contig_3	cds	249957	251282	-	PMOIHC_07305	narK	MFS transporter	COG:COG2223, COG:P, KEGG:K08172, RefSeq:WP_023287589.1, SO:0001217, UniParc:UPI0003BE4C9C, UniRef:UniRef100_A0A4S4YK14, UniRef:UniRef50_A0A0D0FRS4, UniRef:UniRef90_R4Y9P9
contig_3	cds	251663	252463	+	PMOIHC_07310	elyC	DUF218 domain-containing protein	COG:COG1434, COG:M, RefSeq:WP_032432990.1, SO:0001217, UniParc:UPI00044853C4, UniRef:UniRef100_A0A4S4VAJ2, UniRef:UniRef50_A6T8L0, UniRef:UniRef90_A6T8L0
contig_3	cds	252661	254100	+	PMOIHC_07315	aldA	aldehyde dehydrogenase	COG:COG1012, COG:I, RefSeq:WP_023287591.1, SO:0001217, UniParc:UPI0003BE0121, UniRef:UniRef100_A0A4S8CR92, UniRef:UniRef50_P25553, UniRef:UniRef90_B5XRG1
contig_3	cds	254149	255147	-	PMOIHC_07320	gap	type I glyceraldehyde-3-phosphate dehydrogenase	COG:COG0057, COG:G, EC:1.2.1.12, KEGG:K00134, RefSeq:WP_002903227.1, SO:0001217, UniParc:UPI0001575F5E, UniRef:UniRef100_A0A7U7IH57, UniRef:UniRef50_A0A181Y208, UniRef:UniRef90_A0A181Y208
contig_3	cds	255430	255588	+	PMOIHC_07325	yqaE	UPF0057 membrane protein YqaE	COG:C, COG:COG0401, GO:0005886, GO:0016021, GO:0046677, RefSeq:WP_002903230.1, SO:0001217, UniParc:UPI0001575F5F, UniRef:UniRef100_A0A7U7IJ67, UniRef:UniRef50_P0AE44, UniRef:UniRef90_P0AE44
contig_3	cds	255623	256015	-	PMOIHC_07330		cytoplasmic protein	RefSeq:WP_004224558.1, SO:0001217, UniParc:UPI0001575F60, UniRef:UniRef100_A0A377W1X8, UniRef:UniRef50_A0A377W1X8, UniRef:UniRef90_A0A377W1X8
contig_3	cds	256266	256499	-	PMOIHC_07335	yedE	selenium metabolism membrane protein YedE/FdhT	KEGG:K07112, RefSeq:WP_002903233.1, SO:0001217, UniParc:UPI0001575F61, UniRef:UniRef100_A0A7U7F3T9, UniRef:UniRef50_P31064, UniRef:UniRef90_A0A7U7F3T9
contig_3	cds	256496	257704	-	PMOIHC_07340	yedE	selenium metabolism membrane protein YedE/FdhT	COG:COG2391, COG:R, KEGG:K07112, RefSeq:WP_002903234.1, SO:0001217, UniParc:UPI000241E2C3, UniRef:UniRef100_W9B873, UniRef:UniRef50_P31064, UniRef:UniRef90_R4YH11
contig_3	cds	257808	258161	-	PMOIHC_07345		DUF1304 domain-containing protein	COG:COG3759, COG:S, RefSeq:WP_002903236.1, SO:0001217, UniParc:UPI0001B75FF7, UniRef:UniRef100_A0A7U7F4G1, UniRef:UniRef50_G8LKE0, UniRef:UniRef90_B5XRF5
contig_3	cds	258359	258877	+	PMOIHC_07350		hypothetical protein	SO:0001217, UniParc:UPI000205DDA7, UniRef:UniRef100_A0A0C7KD08, UniRef:UniRef50_B5XRF4, UniRef:UniRef90_B5XRF4
contig_3	cds	258947	259150	-	PMOIHC_07355	ydfZ	selenoprotein YdfZ	RefSeq:WP_004151566.1, SO:0001217, UniParc:UPI0001575F65, UniRef:UniRef100_A0A0E1CJ83, UniRef:UniRef50_P64465, UniRef:UniRef90_A0A378B117
contig_3	cds	259462	260490	+	PMOIHC_07360	corA	magnesium transporter CorA	COG:COG0598, COG:P, KEGG:K16074, RefSeq:WP_004179669.1, SO:0001217, UniParc:UPI0001575F66, UniRef:UniRef100_A0A7U7F3U0, UniRef:UniRef50_A0A379ZIR3, UniRef:UniRef90_A0A0J2GHF8
contig_3	cds	260504	261676	-	PMOIHC_07365	malY	transcriptional regulator	COG:COG1168, COG:ER, EC:4.4.1.13, KEGG:K14155, RefSeq:WP_004140039.1, SO:0001217, UniParc:UPI0001B75FF1, UniRef:UniRef100_R4YH10, UniRef:UniRef50_P23256, UniRef:UniRef90_A0A483GU84
contig_3	cds	261728	263320	-	PMOIHC_07370	malX	PTS sugar transporter subunit IIBC	COG:COG1264, COG:G, RefSeq:WP_002903245.1, SO:0001217, UniParc:UPI0001575F68, UniRef:UniRef100_A0A0J2G6G7, UniRef:UniRef50_A0A0J2G6G7, UniRef:UniRef90_A0A0J2G6G7
contig_3	cds	263415	264443	+	PMOIHC_07375	purR	Mal regulon transcriptional regulator MalI	COG:COG1609, COG:K, KEGG:K16136, RefSeq:WP_004148253.1, SO:0001217, UniParc:UPI0001575F69, UniRef:UniRef100_W9BP59, UniRef:UniRef50_P18811, UniRef:UniRef90_W9BP59
contig_3	cds	264483	265988	-	PMOIHC_07380	ydgA	GTP-binding protein YdgA	COG:COG5339, COG:S, SO:0001217, UniParc:UPI0003BFBF5F, UniRef:UniRef100_A0A4V0GUQ3, UniRef:UniRef50_P77804, UniRef:UniRef90_J2E589
contig_3	cds	266108	267286	-	PMOIHC_07385	manA	mannose-6-phosphate isomerase	EC:5.3.1.8, KEGG:K01809, RefSeq:WP_032432991.1, SO:0001217, UniParc:UPI00044E464C, UniRef:UniRef100_A0A4V4F0Y3, UniRef:UniRef50_P00946, UniRef:UniRef90_A0A1C3PWP1
contig_3	cds	267488	269134	+	PMOIHC_07390	fumA	class I fumarate hydratase FumA	COG:C, COG:COG1951, EC:4.2.1.2, KEGG:K01676, RefSeq:WP_002903313.1, SO:0001217, UniParc:UPI0001A589C1, UniRef:UniRef100_A0A0W8ATF9, UniRef:UniRef50_Q8X4P8, UniRef:UniRef90_A0A377P4D6
contig_3	cds	269474	270874	+	PMOIHC_07395	fumC	class II fumarate hydratase	COG:C, COG:COG0114, EC:4.2.1.2, KEGG:K01679, RefSeq:WP_002903315.1, SO:0001217, UniParc:UPI0001575FB9, UniRef:UniRef100_A0A0E1CJP1, UniRef:UniRef50_P05042, UniRef:UniRef90_A0A0E1CJP1
contig_3	cds	270864	271796	-	PMOIHC_07400	tus	DNA replication terminus site-binding protein	GO:0003677, GO:0005737, GO:0006274, KEGG:K10748, RefSeq:WP_032432993.1, SO:0001217, UniParc:UPI00044BA570, UniRef:UniRef100_A0A4S4VAH0, UniRef:UniRef50_Q8FHA8, UniRef:UniRef90_A6T8M8
contig_3	cds	271872	273173	-	PMOIHC_07405	rstB	two-component system sensor histidine kinase RstB	COG:COG0642, COG:T, RefSeq:WP_004140030.1, SO:0001217, UniParc:UPI0001575FBB, UniRef:UniRef100_A0A080T2D2, UniRef:UniRef50_P18392, UniRef:UniRef90_W9BGI0
contig_3	cds	273430	273792	-	PMOIHC_07410		hypothetical protein	RefSeq:WP_002903374.1, SO:0001217, UniParc:UPI0001575FBC, UniRef:UniRef100_A0A7U7F3U9, UniRef:UniRef50_A0A0J4N9Z3, UniRef:UniRef90_B5XRE1
contig_3	cds	274035	274754	-	PMOIHC_07415	rstA	two-component system response regulator RstA	COG:COG0745, COG:TK, KEGG:K07661, RefSeq:WP_002903377.1, SO:0001217, UniParc:UPI0001575FBD, UniRef:UniRef100_A0A7U7F3V7, UniRef:UniRef50_P52108, UniRef:UniRef90_A0A264C7N8
contig_3	cds	274883	275218	+	PMOIHC_07420	glpM	GlpM protein	COG:COG3136, COG:S, KEGG:K02442, RefSeq:WP_002903379.1, SO:0001217, UniParc:UPI0001575FBE, UniRef:UniRef100_W9B7K5, UniRef:UniRef50_W9B7K5, UniRef:UniRef90_W9B7K5
contig_3	cds	275215	275937	-	PMOIHC_07425	folM	dihydromonapterin reductase	COG:COG1028, COG:I, EC:1.5.1.50, GO:0004146, GO:0006730, RefSeq:WP_004179681.1, SO:0001217, UniParc:UPI000282FBCE, UniRef:UniRef100_A0A0C7F8Y8, UniRef:UniRef50_A6T8N3, UniRef:UniRef90_A6T8N3
contig_3	cds	275974	277356	-	PMOIHC_07430	potE	arginine:ornithine antiporter	COG:COG0531, COG:E, RefSeq:WP_004183892.1, SO:0001217, UniParc:UPI0001575FC0, UniRef:UniRef100_A0A7U7F3V1, UniRef:UniRef50_P0AAE6, UniRef:UniRef90_A0A0J2L2U2
contig_3	cds	277534	278484	-	PMOIHC_07435	ydgH	DUF1471 domain-containing protein	RefSeq:WP_002903384.1, SO:0001217, UniParc:UPI0001575FC1, UniRef:UniRef100_A0A378F3W2, UniRef:UniRef50_P76177, UniRef:UniRef90_A0A1C1F0E0
contig_3	cds	279006	280535	+	PMOIHC_07440	pntA	Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	COG:C, COG:COG3288, RefSeq:WP_004148265.1, SO:0001217, UniParc:UPI0002410190, UniRef:UniRef100_W9B888, UniRef:UniRef50_P07001, UniRef:UniRef90_A0A0L7ADR9
contig_3	cds	280546	281934	+	PMOIHC_07445	pntB	Re/Si-specific NAD(P)(+) transhydrogenase subunit beta	COG:C, COG:COG1282, EC:7.1.1.1, GO:0005886, GO:0008750, GO:0016021, GO:0050661, RefSeq:WP_002903386.1, SO:0001217, UniParc:UPI0001575FC3, UniRef:UniRef100_A0A7U7IIL1, UniRef:UniRef50_P0AB69, UniRef:UniRef90_P0AB69
contig_3	cds	282050	282271	+	PMOIHC_07450		Domain of unknown function	SO:0001217, UniRef:UniRef50_A0A702CEM4, UniRef:UniRef90_L0M430
contig_3	cds	282381	283331	-	PMOIHC_07455	uspE	universal stress protein UspE	COG:COG0589, COG:T, KEGG:K14055, RefSeq:WP_002903391.1, SO:0001217, UniParc:UPI0001575FC5, UniRef:UniRef100_A0A7U7F3U4, UniRef:UniRef50_Q8ZP84, UniRef:UniRef90_A0A377W4G6
contig_3	cds	283470	284222	-	PMOIHC_07460	fnr	fumarate/nitrate reduction transcriptional regulator Fnr	COG:COG0664, COG:T, GO:0003677, GO:0003700, GO:0005737, GO:0046872, GO:0051539, RefSeq:WP_002903394.1, SO:0001217, UniParc:UPI00018142FB, UniRef:UniRef100_A0A7U7IH07, UniRef:UniRef50_P46148, UniRef:UniRef90_Q8Z787
contig_3	cds	284417	284932	-	PMOIHC_07465	ogt	methylated-DNA--[protein]-cysteine S-methyltransferase	COG:COG0350, COG:L, RefSeq:WP_004224598.1, SO:0001217, UniParc:UPI0001A58A17, UniRef:UniRef100_A0A7U9CYC0, UniRef:UniRef50_P0AFH0, UniRef:UniRef90_A6T8P1
contig_3	cds	285225	285383	+	PMOIHC_07470		phosphatidate cytidylyltransferase	RefSeq:WP_002903398.1, SO:0001217, UniParc:UPI0001A58A18, UniRef:UniRef100_A0A7U7IH66, UniRef:UniRef50_A0A087FHF7, UniRef:UniRef90_A0A7Z8EQ60
contig_3	cds	285416	285850	-	PMOIHC_07475	abgT	p-aminobenzoyl-glutamate transporter	COG:COG2978, COG:H, SO:0001217, UniParc:UPI0002B523B6, UniRef:UniRef100_V0APX3, UniRef:UniRef50_P46133, UniRef:UniRef90_A6T8P2
contig_4	cds	175	2289	-	PMOIHC_07480	fusA	elongation factor G	COG:COG0480, COG:J, GO:0003746, GO:0003924, GO:0005525, GO:0005737, KEGG:K02355, RefSeq:WP_002920103.1, SO:0001217, UniParc:UPI0001576942, UniRef:UniRef100_A0A7U7F853, UniRef:UniRef50_Q0SZX7, UniRef:UniRef90_B7NDU8
contig_4	cds	2386	2856	-	PMOIHC_07485	rpsG	30S ribosomal protein S7	COG:COG0049, COG:J, GO:0000049, GO:0003735, GO:0006412, GO:0015935, GO:0019843, KEGG:K02992, RefSeq:WP_002920113.1, SO:0001217, UniParc:UPI00015C6240, UniRef:UniRef100_A8AQM9, UniRef:UniRef50_P47334, UniRef:UniRef90_B2VK37
contig_4	cds	2953	3327	-	PMOIHC_07490		30S ribosomal protein S12	RefSeq:WP_002920115.1, SO:0001217, UniParc:UPI0001576944, UniRef:UniRef100_B5XN85, UniRef:UniRef90_A0KQ98
contig_4	cds	3452	3739	-	PMOIHC_07495	tusB	sulfurtransferase complex subunit TusB	COG:COG2168, COG:J, GO:0002143, GO:0005737, KEGG:K07237, RefSeq:WP_002920119.1, SO:0001217, UniParc:UPI0001576945, UniRef:UniRef100_A6TEY1, UniRef:UniRef50_A6TEY1, UniRef:UniRef90_A6TEY1
contig_4	cds	3747	4106	-	PMOIHC_07500	tusC	sulfurtransferase complex subunit TusC	GO:0005737, GO:0008033, KEGG:K07236, RefSeq:WP_004174061.1, SO:0001217, UniParc:UPI0001576946, UniRef:UniRef100_A6TEY2, UniRef:UniRef50_B7NDV3, UniRef:UniRef90_A6TEY2
contig_4	cds	4106	4492	-	PMOIHC_07505	tusD	sulfurtransferase complex subunit TusD	COG:COG1553, COG:P, EC:2.8.1.-, GO:0005737, GO:0008033, GO:0016783, KEGG:K07235, RefSeq:WP_002920128.1, SO:0001217, UniParc:UPI0001576947, UniRef:UniRef100_A6TEY3, UniRef:UniRef50_Q8X883, UniRef:UniRef90_A6TEY3
contig_4	cds	4492	5214	-	PMOIHC_07510	yheO	Uncharacterized protein YheO	COG:COG2964, COG:K, GO:0005829, RefSeq:WP_032433625.1, SO:0001217, UniParc:UPI00044CFEC6, UniRef:UniRef100_A0A4S4TB46, UniRef:UniRef50_P64625, UniRef:UniRef90_P64625
contig_4	cds	5383	6213	-	PMOIHC_07515	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase	COG:COG0545, COG:O, RefSeq:WP_032412497.1, SO:0001217, UniParc:UPI00044BA8CD, UniRef:UniRef100_A0A4S8CHB8, UniRef:UniRef50_P45523, UniRef:UniRef90_A0A0J4W537
contig_4	cds	6436	6654	+	PMOIHC_07520	slyX	Protein SlyX	COG:COG2900, COG:S, RefSeq:WP_002920136.1, SO:0001217, UniParc:UPI000157694A, UniRef:UniRef100_B5XN79, UniRef:UniRef50_B7UK58, UniRef:UniRef90_B5XN79
contig_4	cds	6713	7300	-	PMOIHC_07525	slyD	peptidylprolyl isomerase	COG:COG1047, COG:O, RefSeq:WP_002920140.1, SO:0001217, UniParc:UPI000157694B, UniRef:UniRef100_A0A7U7F8V0, UniRef:UniRef50_Q7CFU4, UniRef:UniRef90_A0A8G2E6K7
contig_4	cds	7394	7594	-	PMOIHC_07530	yheV	Uncharacterized protein YheV	COG:COG3529, COG:R, RefSeq:WP_002920143.1, SO:0001217, UniParc:UPI000157694C, UniRef:UniRef100_A0A7U7F883, UniRef:UniRef50_P0ADX0, UniRef:UniRef90_P0ADX0
contig_4	cds	7606	9411	-	PMOIHC_07535	kefB	glutathione-regulated potassium-efflux system protein KefB	COG:COG1226, COG:P, RefSeq:WP_004150031.1, SO:0001217, UniParc:UPI0001A58BCD, UniRef:UniRef100_A0A0E1CC42, UniRef:UniRef50_Q6CZU5, UniRef:UniRef90_A0A0E1CC42
contig_4	cds	9398	9958	-	PMOIHC_07540	kefG	glutathione-regulated potassium-efflux system ancillary protein KefG	COG:COG2249, COG:R, SO:0001217, UniParc:UPI0003BE71F3, UniRef:UniRef100_A0A3F3B4Y0, UniRef:UniRef50_Q8ZJC5, UniRef:UniRef90_A0A378B0M0
contig_4	cds	10135	12039	+	PMOIHC_07545	yheS	ABC transporter ATP-binding protein	COG:COG0488, COG:R, GO:0005524, RefSeq:WP_023283034.1, SO:0001217, UniParc:UPI0003BE80E9, UniRef:UniRef100_A0A4S7L0P3, UniRef:UniRef50_A0A0H2VBH0, UniRef:UniRef90_A0A0H2VBH0
contig_4	cds	12243	13265	+	PMOIHC_07550	yheT	hydrolase	COG:COG0429, COG:R, SO:0001217, UniParc:UPI00015769FB, UniRef:UniRef100_W9BC19, UniRef:UniRef50_P45524, UniRef:UniRef90_A0A318FSB0
contig_4	cds	13262	13480	+	PMOIHC_07555	yheU	YheU family protein	COG:COG3089, COG:S, KEGG:K09898, RefSeq:WP_002920151.1, SO:0001217, UniParc:UPI0001813F73, UniRef:UniRef100_B5XN72, UniRef:UniRef50_A6TEZ3, UniRef:UniRef90_A6TEZ3
contig_4	cds	13517	14386	+	PMOIHC_07560	prkB	phosphoribulokinase	COG:COG3954, COG:G, EC:2.7.1.19, GO:0005524, GO:0005737, GO:0005975, GO:0008974, GO:0016310, RefSeq:WP_002920153.1, SO:0001217, UniParc:UPI00015769FD, UniRef:UniRef100_A0A7U7F9W3, UniRef:UniRef50_P0AEX5, UniRef:UniRef90_P0AEX5
contig_4	cds	14441	14845	-	PMOIHC_07565	yhfA	OsmC family protein	COG:COG1765, COG:R, RefSeq:WP_002920158.1, SO:0001217, UniParc:UPI00015769FE, UniRef:UniRef100_A0A7U7IKD5, UniRef:UniRef50_P0ADX3, UniRef:UniRef90_A0A0K4G405
contig_4	cds	15152	15784	+	PMOIHC_07570	crp	cAMP-activated global transcriptional regulator CRP	COG:COG0664, COG:T, GO:0003677, GO:0003700, GO:0030552, RefSeq:WP_000242758.1, SO:0001217, UniParc:UPI000012847F, UniRef:UniRef100_P0A2T7, UniRef:UniRef50_P29281, UniRef:UniRef90_P0A2T7
contig_4	cds	15836	17914	+	PMOIHC_07575	yccC	Fusaric acid resistance protein-like	COG:COG1289, COG:S, RefSeq:WP_004213494.1, SO:0001217, UniParc:UPI000205B156, UniRef:UniRef100_A0A4V0H0A4, UniRef:UniRef50_P45537, UniRef:UniRef90_W9BC15
contig_4	cds	17904	19124	-	PMOIHC_07580	astC	bifunctional succinylornithine transaminase/acetylornithine transaminase	COG:COG4992, COG:E, RefSeq:WP_004174049.1, SO:0001217, UniParc:UPI0001A58BD3, UniRef:UniRef100_A0A7U7IJ05, UniRef:UniRef50_P40732, UniRef:UniRef90_A0A086ILQ7
contig_4	cds	19215	19778	-	PMOIHC_07585	pabA	aminodeoxychorismate synthase component 2	COG:COG0512, COG:EH, RefSeq:WP_002920229.1, SO:0001217, UniParc:UPI0001576A01, UniRef:UniRef100_A0A7U7IIP3, UniRef:UniRef50_A0A168MN24, UniRef:UniRef90_A0A0D8L8Y4
contig_4	cds	19811	20413	-	PMOIHC_07590	fIDO	putative adenosine monophosphate-protein transferase Fic	COG:COG2184, COG:T, RefSeq:WP_002920230.1, SO:0001217, UniParc:UPI0001A58BD4, UniRef:UniRef100_W9B2S5, UniRef:UniRef50_W9B2S5, UniRef:UniRef90_W9B2S5
contig_4	cds	20403	20570	-	PMOIHC_07595		DUF2559 domain-containing protein	RefSeq:WP_002920231.1, SO:0001217, UniParc:UPI0001576A03, UniRef:UniRef100_A0A7U7IKP4, UniRef:UniRef50_A0A348D7A0, UniRef:UniRef90_A0A0B7G953
contig_4	cds	20677	21246	-	PMOIHC_07600	ppiA	peptidylprolyl isomerase A	EC:5.2.1.8, GO:0000413, GO:0003755, GO:0006457, GO:0042597, RefSeq:WP_002920238.1, SO:0001217, UniParc:UPI0001576A04, UniRef:UniRef100_A0A7U7F8V9, UniRef:UniRef50_O53021, UniRef:UniRef90_P20753
contig_4	cds	21523	22710	+	PMOIHC_07605	tsgA	MFS transporter TsgA	COG:COG0738, COG:G, KEGG:K06141, RefSeq:WP_002920240.1, SO:0001217, UniParc:UPI0001576A05, UniRef:UniRef100_A0A7U7F891, UniRef:UniRef50_Q8X4S4, UniRef:UniRef90_A0A377Y274
contig_4	cds	22707	24029	-	PMOIHC_07610	ssnA	cytosine deaminase	COG:COG0402, COG:FR, RefSeq:WP_002920241.1, SO:0001217, UniParc:UPI000205B152, UniRef:UniRef100_A0A0E1C7A6, UniRef:UniRef50_P25524, UniRef:UniRef90_A0A378A0W2
contig_4	cds	24105	24206	-	PMOIHC_07615		hypothetical protein	SO:0001217, UniParc:UPI0002410CD1, UniRef:UniRef100_J2LNT0, UniRef:UniRef50_A0A2J4VVS7, UniRef:UniRef90_A0A6B3VI75
contig_4	cds	24268	26811	+	PMOIHC_07620	nirB,nirD	nitrite reductase (NAD(P)H)	COG:C, COG:COG1251, EC:1.7.1.15, KEGG:K00362, RefSeq:WP_004889472.1, SO:0001217, UniParc:UPI0001576A07, UniRef:UniRef100_A0A2H2W3M1, UniRef:UniRef50_P08201, UniRef:UniRef90_A0A2H2W3M1
contig_4	cds	26808	27134	+	PMOIHC_07625	nirD	nitrite reductase small subunit NirD	COG:COG2146, COG:PQ, RefSeq:WP_032433629.1, SO:0001217, UniParc:UPI00044851D7, UniRef:UniRef100_A0A4S4VWG3, UniRef:UniRef50_A0A6D1RZJ7, UniRef:UniRef90_A0A1Y6GFF7
contig_4	cds	27288	28661	+	PMOIHC_07630	cysG	siroheme synthase CysG	COG:COG1648, COG:H, EC:1.3.1.76, EC:2.1.1.107, EC:4.99.1.4, GO:0004851, GO:0009236, GO:0019354, GO:0032259, GO:0043115, GO:0051266, GO:0051287, KEGG:K02302, RefSeq:WP_002920252.1, SO:0001217, UniParc:UPI00000B6980, UniRef:UniRef100_A6TF07, UniRef:UniRef50_A6TF07, UniRef:UniRef90_A6TF07
contig_4	cds	28734	29738	-	PMOIHC_07635	trpS	tryptophan--tRNA ligase	COG:COG0180, COG:J, EC:6.1.1.2, GO:0004830, GO:0005524, GO:0005737, GO:0006436, RefSeq:WP_002920253.1, SO:0001217, UniParc:UPI00000B73FA, UniRef:UniRef100_Q9EYY6, UniRef:UniRef50_P00954, UniRef:UniRef90_P00954
contig_4	cds	29731	30492	-	PMOIHC_07640	gph	phosphoglycolate phosphatase	COG:C, COG:COG0546, EC:3.1.3.18, GO:0005975, GO:0008967, GO:0046295, GO:0046872, RefSeq:WP_004188345.1, SO:0001217, UniParc:UPI0001A58BD6, UniRef:UniRef100_A0A7U7F9X0, UniRef:UniRef50_Q9EYY5, UniRef:UniRef90_Q9EYY5
contig_4	cds	30485	31162	-	PMOIHC_07645	rpe	ribulose-phosphate 3-epimerase	COG:COG0036, COG:G, RefSeq:WP_002920259.1, SO:0001217, UniParc:UPI0001576AA8, UniRef:UniRef100_V0AQF6, UniRef:UniRef50_P44756, UniRef:UniRef90_A0A624B666
contig_4	cds	31180	32007	-	PMOIHC_07650	dam	adenine-specific DNA-methyltransferase	COG:COG0338, COG:L, EC:2.1.1.72, KEGG:K06223, RefSeq:WP_002920260.1, SO:0001217, UniParc:UPI0000D4F800, UniRef:UniRef100_A0A7U7FA56, UniRef:UniRef50_P45454, UniRef:UniRef90_A0A170JGM4
contig_4	cds	32086	33345	-	PMOIHC_07655	damX	cell division protein DamX	COG:COG3266, COG:D, SO:0001217, UniParc:UPI000282EF99, UniRef:UniRef100_A0A086IJZ9, UniRef:UniRef50_P11557, UniRef:UniRef90_A0A086IJZ9
contig_4	cds	33457	34551	-	PMOIHC_07660	aroB	3-dehydroquinate synthase	COG:COG0337, COG:E, EC:4.2.3.4, GO:0000166, GO:0003856, GO:0005737, GO:0008652, GO:0009073, GO:0009423, GO:0046872, KEGG:K01735, RefSeq:WP_004188341.1, SO:0001217, UniParc:UPI00029CC4ED, UniRef:UniRef100_A0A4S7KI26, UniRef:UniRef50_B8GPV3, UniRef:UniRef90_A6TF13
contig_4	cds	34607	35128	-	PMOIHC_07665	aroK	shikimate kinase AroK	RefSeq:WP_002920267.1, SO:0001217, UniParc:UPI0001576AAB, UniRef:UniRef100_A0A7H4M8V2, UniRef:UniRef50_A7ZSR5, UniRef:UniRef90_A0A7H4M8V2
contig_4	cds	35399	36643	-	PMOIHC_07670	hofQ	DNA uptake porin HofQ	RefSeq:WP_004174030.1, SO:0001217, UniParc:UPI000241E30D, UniRef:UniRef100_W9B2R4, UniRef:UniRef50_P34749, UniRef:UniRef90_W9B2R4
contig_4	cds	36949	37377	-	PMOIHC_07675		pilus assembly protein PilO	RefSeq:WP_004188339.1, SO:0001217, UniParc:UPI00029CD0B7, UniRef:UniRef100_A0A4S8CZ86, UniRef:UniRef50_A0A170DES6, UniRef:UniRef90_A0A378A0Y0
contig_4	cds	37367	37900	-	PMOIHC_07680	pilN	pilus assembly protein PilN	COG:COG3166, COG:NW, KEGG:K12289, RefSeq:WP_004174028.1, SO:0001217, UniParc:UPI0001576AAF, UniRef:UniRef100_A0A7U9CWU9, UniRef:UniRef50_A0A4R3ZDI8, UniRef:UniRef90_A0A0E1C7Y0
contig_4	cds	37884	38684	-	PMOIHC_07685	pilM	pilus assembly protein	COG:COG4972, COG:NW, RefSeq:WP_020323926.1, SO:0001217, UniParc:UPI0002DAEFBF, UniRef:UniRef100_A0A7U9CU27, UniRef:UniRef50_B5XTU1, UniRef:UniRef90_R4Y590
contig_4	cds	38803	41361	+	PMOIHC_07690	mrcA	peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA	COG:COG5009, COG:M, EC:2.4.1.129, EC:3.4.16.4, KEGG:K05366, RefSeq:WP_004185951.1, SO:0001217, UniParc:UPI0001A23121, UniRef:UniRef100_W9B2R1, UniRef:UniRef50_A0A6L6YCT2, UniRef:UniRef90_A0A6L6YCT2
contig_4	cds	41415	41981	-	PMOIHC_07695	nudE	ADP compounds hydrolase NudE	COG:COG0494, COG:V, EC:3.6.1.-, KEGG:K08312, RefSeq:WP_004188330.1, SO:0001217, UniParc:UPI0001A58C00, UniRef:UniRef100_A0A1L5UCY2, UniRef:UniRef50_P45799, UniRef:UniRef90_A0A2X3CPK4
contig_4	cds	42296	44425	+	PMOIHC_07700		Intracellular growth attenuator protein igaA	RefSeq:WP_032433631.1, SO:0001217, UniParc:UPI0004510D94, UniRef:UniRef100_A0A4S4Y319, UniRef:UniRef50_P45800, UniRef:UniRef90_A0A5Q9L9B8
contig_4	cds	44486	45169	+	PMOIHC_07705	yrfG	GMP/IMP nucleotidase	COG:COG1011, COG:H, EC:3.1.3.-, KEGG:K20881, RefSeq:WP_004181456.1, SO:0001217, UniParc:UPI0001813BC5, UniRef:UniRef100_A0A7U9CU26, UniRef:UniRef50_P64636, UniRef:UniRef90_A0A0J4QRQ1
contig_4	cds	45166	45567	+	PMOIHC_07710	hslR	ribosome-associated heat shock protein Hsp15	COG:COG1188, COG:J, RefSeq:WP_004188326.1, SO:0001217, UniParc:UPI000205C5C7, UniRef:UniRef100_A0A4S7L378, UniRef:UniRef50_P0ACH0, UniRef:UniRef90_A0A087FT46
contig_4	cds	45592	46470	+	PMOIHC_07715	hslO	Hsp33 family molecular chaperone HslO	COG:COG1281, COG:O, KEGG:K04083, RefSeq:WP_002920329.1, SO:0001217, UniParc:UPI0002410CD9, UniRef:UniRef100_A0A6B2HY19, UniRef:UniRef50_Q9KNK2, UniRef:UniRef90_G9Z0P4
contig_4	cds	46831	48453	+	PMOIHC_07720	pckA	phosphoenolpyruvate carboxykinase (ATP)	COG:C, COG:COG1866, RefSeq:WP_004210368.1, SO:0001217, UniParc:UPI0002B575B6, UniRef:UniRef100_W9BB37, UniRef:UniRef50_O09460, UniRef:UniRef90_W9BB37
contig_4	cds	48531	49886	-	PMOIHC_07725	envZ	two-component system sensor histidine kinase EnvZ	COG:COG0642, COG:T, RefSeq:WP_004901073.1, SO:0001217, UniParc:UPI0002186668, UniRef:UniRef100_A0A7U7IJ12, UniRef:UniRef50_P0AEJ4, UniRef:UniRef90_W9BBZ6
contig_4	cds	49883	50602	-	PMOIHC_07730	ompR_G63V	two-component system response regulator OmpR	COG:COG0745, COG:TK, GO:0000160, GO:0003677, GO:0005737, GO:0006355, RefSeq:WP_001157751.1, SO:0001217, UniParc:UPI0000000AFA, UniRef:UniRef100_P0AA18, UniRef:UniRef50_P0AA18, UniRef:UniRef90_P0AA18
