ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
vanT gene in vanG cluster	3002972	protein homolog model	Resistomes & Variants	68	29.59 - 48.38	YES	NO	Anaerostipes hadrus; Anaerococcus mediterraneensis; Bacillus cereus; Borreliella garinii; Bacteroides ovatus; Brevibacillus laterosporus; Bacteroides thetaiotaomicron; Blautia producta; Bacteroides caccae; Clostridium botulinum; Bacteroides fragilis; Clostridium sporogenes; Clostridium butyricum; Roseburia hominis; Paeniclostridium sordellii; Phocaeicola vulgatus; Phocaeicola dorei; Tannerella forsythia; Streptococcus mitis; Faecalibacterium prausnitzii; Listeria innocua; Streptococcus sobrinus; Erysipelatoclostridium ramosum; Pseudoleptotrichia goodfellowii; Enterocloster clostridioformis; Fusobacterium nucleatum; Parvimonas micra; Propionibacterium freudenreichii; Massilistercora timonensis; Streptococcus gordonii; Gordonibacter urolithinfaciens; Streptococcus agalactiae; Staphylococcus arlettae	2412.00	0.00	2412.00	33.29	516.57	139.76	0	0	0	0	N/A	N/A		1164; 1164; 1164; 1119; 1170; 1101; 2541; 2541; 2541; 2541; 1299; 2550; 2550; 2550; 2550; 1137; 1137; 2493; 1161; 1215; 2496; 2547; 1170; 1215; 1167; 1131; 1092; 2466; 2466; 2466; 2475; 1104; 1104; 1104; 1104; 1203; 1203; 1203; 1203; 1203; 1203; 1203; 1203; 1203; 1206; 1203; 1104; 1107; 1104; 1065; 1131; 1074; 1065; 1074; 1131; 1092; 1176; 1191; 1065; 1065; 1182; 1251; 1170; 1107; 1389; 1527; 1101; 1176	glycopeptide resistance gene cluster; vanT	glycopeptide antibiotic	antibiotic target alteration
vanY gene in vanB cluster	3002956	protein homolog model	Resistomes & Variants	64	26.94 - 58.24	YES	NO	Anaerostipes hadrus; Bacillus cereus; Bifidobacterium bifidum; Borrelia miyamotoi; Bacillus thuringiensis; Clostridium botulinum; Clostridium sporogenes; Roseburia hominis; Paeniclostridium sordellii; Enterococcus avium; Faecalibacterium prausnitzii; Erysipelatoclostridium ramosum; Enterococcus faecium; Moraxella catarrhalis; Lactococcus garvieae; Streptococcus agalactiae	1404.00	0.00	1404.00	35.06	293.31	143.40	0	0	0	0	N/A	N/A		726; 579; 492; 684; 708; 750; 786; 798; 720; 783; 717; 801; 699; 744; 870; 759; 726; 705; 783; 807; 813; 822; 930; 816; 921; 813; 819; 813; 921; 921; 855; 921; 819; 819; 819; 819; 846; 819; 921; 819; 921; 819; 813; 876; 921; 813; 813; 921; 813; 813; 921; 1248; 867; 867; 1248; 1191; 867; 1191; 723; 825; 996; 804; 786; 753	vanY; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
tet(O)	3000190	protein homolog model	Resistomes & Variants	31	89.36 - 99.84	YES	NO	Anaerostipes hadrus; Campylobacter coli; Campylobacter jejuni; Bifidobacterium bifidum; Bifidobacterium breve; Streptococcus suis; Roseburia hominis; Streptococcus anginosus; Faecalibacterium prausnitzii; Enterococcus hirae; Enterocloster clostridioformis; Enterococcus faecium; Streptococcus equi	6691.00	0.00	6691.00	32.82	600.00	180.69	0	0	0	0	N/A	N/A		1920; 1920; 1920; 1920; 1746; 1920; 930; 1920; 1920; 1920; 1920; 1920; 777; 1920; 1467; 1920; 1920; 930; 1920; 1920; 1920; 1920; 1920; 1920; 1920; 1920; 1920; 1920; 1920; 2007; 1932	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
imiH	3003094	protein homolog model	Resistomes & Variants	1	98.82	NO	NO	Aeromonas hydrophila	4.00	0.00	4.00	4.18	32.00	37.00	0	0	0	0	N/A	N/A		765	CphA beta-lactamase	carbapenem	antibiotic inactivation
OXA-726	3005931	protein homolog model	Resistomes & Variants	1	98.48	YES	NO	Aeromonas hydrophila	2.00	0.00	2.00	4.78	38.00	34.50	0	0	0	0	N/A	N/A		795	OXA beta-lactamase; OXA-12-like beta-lactamase	penicillin beta-lactam	antibiotic inactivation
qacJ	3007014	protein homolog model	Resistomes & Variants	13	33.98 - 71.03	YES	YES	Aeromonas hydrophila; Bacillus halotolerans; Bacillus subtilis; Bacillus amyloliquefaciens; Bacillus velezensis; Bacillus pumilus; Escherichia coli; Listeria monocytogenes; Klebsiella oxytoca; Enterobacter hormaechei; Macrococcus canis; Providencia stuartii; Haemophilus parainfluenzae; Providencia rettgeri; Staphylococcus aureus	58.00	0.00	58.00	15.99	57.00	76.71	0	0	0	0	N/A	N/A		330; 378; 384; 360; 312; 384; 330; 513; 324; 333; 330; 327; 447	small multidrug resistance (SMR) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
aadA3	3002603	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Aeromonas caviae	2.00	0.00	2.00	3.32	24.00	51.00	0	0	0	0	N/A	N/A		723	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
dfrA20	3003016	protein homolog model	Resistomes & Variants	1	97.63	NO	YES	Acinetobacter indicus; Acinetobacter towneri	1.00	0.00	1.00	4.51	23.00	58.00	0	0	0	0	N/A	N/A		510	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
adeF	3000777	protein homolog model	Resistomes & Variants	98	40.44 - 79.75	YES	YES	Aeromonas caviae; Achromobacter xylosoxidans; Bacteroides ovatus; Burkholderia cepacia; Burkholderia glumae; Bacteroides thetaiotaomicron; Bacteroides caccae; Bordetella petrii; Burkholderia cenocepacia; Cronobacter universalis; Bacteroides fragilis; Enterobacter cloacae; Phocaeicola massiliensis; Phocaeicola vulgatus; Enterobacter asburiae; Pseudomonas stutzeri; Klebsiella pneumoniae; Xanthomonas campestris; Enterobacter roggenkampii; Klebsiella oxytoca; Enterobacter hormaechei; Ralstonia pickettii; Klebsiella quasipneumoniae; Pseudomonas mendocina; Serratia odorifera; Leclercia adecarboxylata; Ralstonia solanacearum; Providencia rettgeri; Laribacter hongkongensis; Ralstonia mannitolilytica	4312.00	0.00	4312.00	17.98	562.92	146.99	0	0	0	0	N/A	N/A		2364; 3183; 3231; 3183; 3150; 3105; 3150; 3105; 3105; 3105; 3105; 3105; 3105; 3105; 3105; 3105; 3150; 3150; 3150; 3105; 3105; 2493; 3192; 3147; 3105; 3258; 3147; 3105; 3105; 3147; 3105; 3105; 3105; 3192; 3147; 3204; 3105; 3105; 3105; 3234; 3147; 3150; 3123; 3123; 3180; 3123; 3180; 3180; 3123; 3147; 3237; 3156; 3114; 3114; 3156; 3147; 3117; 3099; 3117; 3117; 3102; 3147; 3147; 3147; 3147; 3117; 3135; 3138; 3135; 3102; 3114; 2910; 3153; 3153; 3147; 3153; 3336; 3117; 3144; 3147; 3114; 3114; 3114; 3207; 3153; 3153; 3147; 3114; 3114; 3147; 3144; 3147; 3141; 3162; 3150; 3159; 3159; 3153	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux
tet(M)	3000186	protein homolog model	Resistomes & Variants	30	90.0 - 100.0	YES	YES	Anaerostipes hadrus; Enterococcus faecium; Enterococcus hirae; Streptococcus pyogenes; Streptococcus cristatus; Escherichia coli; Streptococcus dysgalactiae; Streptococcus anginosus; Streptococcus gwangjuense; Streptococcus pasteurianus; Streptococcus suis; Neisseria sicca; Gemella haemolysans; Enterococcus faecalis; Streptococcus pneumoniae	1467.00	0.00	1467.00	24.40	463.00	173.80	0	0	0	0	N/A	N/A		1920; 1920; 1920; 1920; 1920; 1956; 774; 1920; 1935; 1920; 1920; 1920; 1920; 1578; 1920; 1920; 666; 1920; 1920; 1428; 1920; 1920; 1920; 1920; 2022; 1920; 1920; 1920; 1920; 1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
qacG	3007015	protein homolog model	Resistomes & Variants	10	40.38 - 100.0	YES	NO	Alistipes putredinis; Bacteroides fragilis; Bacteroides ovatus; Bacteroides thetaiotaomicron; Phocaeicola vulgatus; Achromobacter xylosoxidans; Parabacteroides distasonis; Phocaeicola massiliensis; Staphylococcus equorum; Staphylococcus warneri; Staphylococcus haemolyticus; Haemophilus influenzae; Haemophilus parainfluenzae	516.00	0.00	516.00	58.04	200.50	152.05	0	0	0	0	N/A	N/A		333; 330; 336; 324; 504; 330; 330; 330; 330; 330	small multidrug resistance (SMR) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
mphE	3003741	protein homolog model	Resistomes & Variants	2	96.38 - 100.0	YES	YES	Acinetobacter pittii; Acinetobacter baumannii	7.00	0.00	7.00	10.95	101.50	150.29	0	0	0	0	N/A	N/A		897; 948	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
ADC-201	3006370	protein homolog model	Resistomes & Variants	1	95.56	NO	NO	Acinetobacter pittii	3.00	0.00	3.00	1.56	18.00	26.67	0	0	0	0	N/A	N/A		1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
adeL	3000620	protein homolog model	Resistomes & Variants	1	99.7	NO	NO	Acinetobacter baumannii	1.00	0.00	1.00	1.63	17.00	23.00	0	0	0	0	N/A	N/A		1044	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux
APH(3')-Ia	3002641	protein homolog model	Resistomes & Variants	2	98.37 - 100.0	YES	NO	Acinetobacter baumannii; Escherichia coli	26.00	0.00	26.00	12.80	102.00	90.28	0	0	0	0	N/A	N/A		762; 810	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
APH(3')-VIa	3002652	protein homolog model	Resistomes & Variants	1	99.22	NO	NO	Acinetobacter baumannii	1.00	0.00	1.00	3.08	24.00	34.00	0	0	0	0	N/A	N/A		780	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
TMB-1	3004105	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Acinetobacter baumannii	5.00	0.00	5.00	8.81	65.00	67.40	0	0	0	0	N/A	N/A		738	TMB beta-lactamase	carbapenem; cephalosporin	antibiotic inactivation
ADC-2	3003848	protein homolog model	Resistomes & Variants	1	99.74	NO	NO	Acinetobacter baumannii	5.00	0.00	5.00	4.71	55.00	56.00	0	0	0	0	N/A	N/A		1167	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
OXA-68	3001616	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Acinetobacter baumannii	1.00	0.00	1.00	3.11	24.00	46.00	0	0	0	0	N/A	N/A		771	OXA beta-lactamase; OXA-51-like beta-lactamase	carbapenem; penicillin beta-lactam	antibiotic inactivation
cphA3	3003093	protein homolog model	Resistomes & Variants	1	97.63	YES	NO	Aeromonas veronii	5.00	0.00	5.00	7.74	59.00	62.00	0	0	0	0	N/A	N/A		762	CphA beta-lactamase	carbapenem	antibiotic inactivation
vanY gene in vanF cluster	3002958	protein homolog model	Resistomes & Variants	5	31.21 - 75.0	YES	YES	Bacillus cereus; Brevibacillus laterosporus; Blautia producta; Erysipelatoclostridium ramosum	42.00	0.00	42.00	33.96	287.60	118.79	0	0	0	0	N/A	N/A		189; 246; 555; 1176; 1176	vanY; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
FosB	3000172	protein homolog model	Resistomes & Variants	1	78.26	NO	NO	Bacillus cereus	1.00	0.00	1.00	4.76	20.00	45.00	0	0	0	0	N/A	N/A		420	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
FosBx1	3007372	protein homolog model	Resistomes & Variants	3	53.62 - 64.49	YES	NO	Bacillus cereus; Staphylococcus lugdunensis; Staphylococcus arlettae	56.00	0.00	56.00	12.88	54.00	51.27	0	0	0	0	N/A	N/A		417; 420; 423	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
ErmG	3000522	protein homolog model	Resistomes & Variants	2	98.36 - 99.18	NO	NO	Bacillus cereus; Clostridium perfringens; Klebsiella pneumoniae; Bacteroides thetaiotaomicron	8.00	0.00	8.00	37.35	274.50	187.83	0	0	0	0	N/A	N/A		735; 735	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
tet(45)	3003196	protein homolog model	Resistomes & Variants	3	74.93 - 91.27	NO	NO	Bacillus cereus; Enterococcus faecium; Enterococcus faecalis	734.00	0.00	734.00	37.80	516.33	129.97	0	0	0	0	N/A	N/A		1377; 1392; 1131	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
vanY gene in vanM cluster	3002961	protein homolog model	Resistomes & Variants	15	28.57 - 60.87	YES	NO	Bacillus cereus; Borrelia crocidurae; Clostridium septicum; Bacillus pumilus; Paeniclostridium sordellii; Streptococcus cristatus; Escherichia coli; Streptococcus mitis; Streptococcus sanguinis; Treponema denticola; Stenotrophomonas maltophilia; Staphylococcus equorum; Streptococcus pneumoniae; Rothia mucilaginosa; Staphylococcus arlettae	59.00	0.00	59.00	20.65	139.07	93.58	0	0	0	0	N/A	N/A		189; 807; 1170; 879; 720; 780; 231; 717; 795; 801; 810; 615; 939; 873; 678	vanY; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
tet(32)	3000196	protein homolog model	Resistomes & Variants	3	79.78 - 98.75	YES	NO	Campylobacter concisus; Enterococcus faecalis; Erysipelatoclostridium ramosum; Eubacterium limosum; Faecalibacterium prausnitzii; Roseburia hominis; Ruthenibacterium lactatiformans; Streptococcus anginosus; Streptococcus constellatus; Streptococcus intermedius; Streptococcus pneumoniae; Escherichia coli; Massilistercora timonensis	161.00	0.00	161.00	66.34	1273.67	161.65	0	0	0	0	N/A	N/A		1920; 1920; 1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
APH(2'')-If	3004191	protein homolog model	Resistomes & Variants	5	90.24 - 100.0	NO	YES	Campylobacter jejuni; Campylobacter coli; Campylobacter upsaliensis; Faecalibacterium prausnitzii; Ruthenibacterium lactatiformans	135.00	0.00	135.00	47.52	581.60	132.92	0	0	0	0	N/A	N/A		1455; 894; 906; 891; 1455	APH(2'')	aminoglycoside antibiotic	antibiotic inactivation
OXA-446	3003602	protein homolog model	Resistomes & Variants	1	99.58	NO	NO	Campylobacter jejuni	1.00	0.00	1.00	3.61	26.00	46.00	0	0	0	0	N/A	N/A		720	OXA beta-lactamase; OXA-184-like beta-lactamase	penicillin beta-lactam	antibiotic inactivation
OXA-184	3001476	protein homolog model	Resistomes & Variants	1	99.6	NO	NO	Campylobacter jejuni	2.00	0.00	2.00	9.06	87.00	39.50	0	0	0	0	N/A	N/A		960	OXA beta-lactamase; OXA-184-like beta-lactamase	penicillin beta-lactam	antibiotic inactivation
vanY gene in vanG cluster	3002959	protein homolog model	Resistomes & Variants	4	37.11 - 38.14	NO	NO	Bacillus tequilensis; Bacillus pumilus; Bacillus subtilis; Streptococcus mutans	62.00	0.00	62.00	4.87	38.75	47.96	0	0	0	0	N/A	N/A		825; 831; 822; 750	vanY; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
mef(F)	3007044	protein homolog model	Resistomes & Variants	1	77.61	NO	YES	Bacillus anthracis	1.00	0.00	1.00	2.44	29.00	56.00	0	0	0	0	N/A	N/A		1188	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
CRP	3000518	protein homolog model	Resistomes & Variants	13	98.1 - 99.52	YES	NO	Cronobacter sakazakii; Citrobacter werkmanii; Citrobacter freundii; Enterobacter cloacae; Enterobacter hormaechei; Escherichia coli; Klebsiella pneumoniae; Proteus mirabilis; Leclercia adecarboxylata; Edwardsiella tarda; Serratia marcescens	58.00	0.00	58.00	30.15	190.85	150.22	0	0	0	0	N/A	N/A		633; 633; 633; 633; 633; 633; 633; 633; 633; 633; 633; 633; 633	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
Bifidobacterium bifidum ileS conferring resistance to mupirocin	3003730	protein homolog model	Resistomes & Variants	22	99.01 - 99.91	YES	NO	Bifidobacterium bifidum	6511.00	0.00	6511.00	40.15	1335.82	157.50	0	0	0	0	N/A	N/A		3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327	antibiotic-resistant isoleucyl-tRNA synthetase (ileS)	mupirocin-like antibiotic	antibiotic target alteration
Escherichia coli mdfA	3001328	protein homolog model	Resistomes & Variants	10	87.71 - 97.07	NO	NO	Citrobacter werkmanii; Citrobacter koseri; Escherichia coli; Enterobacter hormaechei	50.00	0.00	50.00	22.69	291.90	159.88	0	0	0	0	N/A	N/A		1233; 1233; 1245; 1233; 1233; 1233; 1263; 1437; 1233; 1233	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
emrB	3000074	protein homolog model	Resistomes & Variants	15	93.18 - 100.0	YES	NO	Citrobacter werkmanii; Citrobacter freundii; Citrobacter amalonaticus; Enterobacter asburiae; Shigella flexneri; Escherichia coli; Enterobacter roggenkampii; Enterobacter hormaechei; Shigella boydii	129.00	0.00	129.00	16.29	253.47	117.48	0	0	0	0	N/A	N/A		1539; 1539; 1539; 1545; 1548; 1539; 1539; 1539; 1560; 1719; 1554; 1548; 1548; 1548; 1566	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
acrB	3000216	protein homolog model	Resistomes & Variants	6	94.57 - 100.0	YES	NO	Citrobacter werkmanii; Escherichia coli; Shigella sonnei	75.00	0.00	75.00	20.31	641.67	172.63	0	0	0	0	N/A	N/A		3150; 3150; 3150; 3291; 3150; 3150	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
mdtC	3000794	protein homolog model	Resistomes & Variants	15	92.39 - 99.8	YES	NO	Citrobacter koseri; Citrobacter freundii; Enterobacter cloacae; Escherichia coli; Enterobacter hormaechei; Enterobacter cancerogenus	175.00	0.00	175.00	21.31	749.00	163.12	0	0	0	0	N/A	N/A		3087; 4491; 3078; 3078; 3078; 6201; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
emrR	3000516	protein homolog model	Resistomes & Variants	12	92.57 - 100.0	YES	NO	Citrobacter koseri; Citrobacter amalonaticus; Escherichia coli; Klebsiella pneumoniae; Enterobacter hormaechei; Klebsiella michiganensis; Klebsiella quasipneumoniae	38.00	0.00	38.00	38.82	218.75	156.15	0	0	0	0	N/A	N/A		531; 531; 531; 531; 660; 639; 486; 531; 531; 540; 654; 531	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
mdtB	3000793	protein homolog model	Resistomes & Variants	11	92.98 - 99.81	YES	NO	Citrobacter koseri; Citrobacter freundii; Citrobacter amalonaticus; Escherichia coli; Escherichia albertii; Escherichia fergusonii	48.00	0.00	48.00	8.14	295.36	145.83	0	0	0	0	N/A	N/A		3123; 3123; 3123; 3123; 3123; 3123; 4491; 4371; 3123; 3123; 3123	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
ErmF	3000498	protein homolog model	Resistomes & Variants	12	97.74 - 99.62	YES	NO	Bacteroides fragilis; Bacteroides ovatus; Bacteroides thetaiotaomicron; Parabacteroides distasonis; Prevotella bivia; Prevotella intermedia; Phocaeicola massiliensis; Phocaeicola vulgatus	3187.00	0.00	3187.00	34.58	375.33	158.53	0	0	0	0	N/A	N/A		1632; 801; 921; 876; 1452; 876; 867; 873; 855; 834; 801; 801	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
tet(X)	3000205	protein homolog model	Resistomes & Variants	2	99.48 - 99.74	NO	YES	Bacteroides fragilis; Phocaeicola vulgatus; Bacteroides ovatus; Bacteroides thetaiotaomicron; Elizabethkingia anophelis; Parabacteroides distasonis; Phocaeicola dorei; Phocaeicola massiliensis; Sphingobacterium hotanense	1890.00	0.00	1890.00	60.20	702.50	187.13	0	0	0	0	N/A	N/A		1167; 1167	tetracycline inactivation enzyme	glycylcycline; tetracycline antibiotic	antibiotic inactivation
CfxA2	3003002	protein homolog model	Resistomes & Variants	1	99.38	NO	NO	Bacteroides ovatus	8.00	0.00	8.00	45.03	435.00	151.88	0	0	0	0	N/A	N/A		966	CfxA beta-lactamase	cephalosporin	antibiotic inactivation
Mef(En2)	3004659	protein homolog model	Resistomes & Variants	1	99.5	YES	NO	Bacteroides fragilis; Bacteroides ovatus; Bacteroides thetaiotaomicron; Parabacteroides distasonis; Phocaeicola dorei; Phocaeicola vulgatus; Riemerella anatipestifer	350.00	0.00	350.00	100.00	1206.00	185.62	0	0	0	0	N/A	N/A		1206	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; lincosamide antibiotic	antibiotic efflux
marA	3000263	protein homolog model	Resistomes & Variants	8	89.52 - 99.21	NO	NO	Cronobacter dublinensis; Enterobacter cloacae; Escherichia coli; Klebsiella quasipneumoniae; Leclercia adecarboxylata	30.00	0.00	30.00	32.09	173.25	138.43	0	0	0	0	N/A	N/A		375; 381; 837; 384; 384; 384; 375; 384	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic
vanH gene in vanO cluster	3002948	protein homolog model	Resistomes & Variants	3	39.87 - 40.34	NO	NO	Burkholderia pseudomallei; Pseudomonas stutzeri; Erysipelatoclostridium ramosum	13.00	0.00	13.00	18.61	185.00	89.83	0	0	0	0	N/A	N/A		1005; 1011; 993	vanH; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
ErmX	3000596	protein homolog model	Resistomes & Variants	16	87.32 - 90.14	YES	NO	Bifidobacterium dentium; Corynebacterium diphtheriae; Mobiluncus mulieris; Rothia mucilaginosa; Bifidobacterium longum; Bifidobacterium breve; Trueperella pyogenes	2139.00	0.00	2139.00	52.79	451.75	186.11	0	0	0	0	N/A	N/A		855; 855; 855; 855; 855; 855; 855; 855; 855; 855; 855; 855; 855; 855; 855; 891	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
mphJ	3004544	protein homolog model	Resistomes & Variants	1	91.18	YES	NO	Brevibacillus brevis	1.00	0.00	1.00	2.60	24.00	46.00	0	0	0	0	N/A	N/A		924	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
Escherichia coli acrA	3004043	protein homolog model	Resistomes & Variants	4	91.69 - 99.75	NO	NO	Citrobacter freundii; Citrobacter youngae; Escherichia coli	30.00	0.00	30.00	32.54	388.50	149.41	0	0	0	0	N/A	N/A		1194; 1194; 1194; 1194	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
mdtG	3001329	protein homolog model	Resistomes & Variants	9	90.66 - 100.0	YES	NO	Citrobacter youngae; Citrobacter amalonaticus; Escherichia coli	43.00	0.00	43.00	24.26	298.67	174.81	0	0	0	0	N/A	N/A		1221; 1221; 1227; 1227; 1227; 1227; 1227; 1275; 1227	major facilitator superfamily (MFS) antibiotic efflux pump	phosphonic acid antibiotic	antibiotic efflux
kdpE	3003841	protein homolog model	Resistomes & Variants	9	90.18 - 99.52	YES	NO	Citrobacter youngae; Citrobacter portucalensis; Escherichia coli; Salmonella enterica	162.00	0.00	162.00	25.53	249.22	146.86	0	0	0	0	N/A	N/A		678; 678; 678; 1452; 858; 957; 705; 678; 678	kdpDE	aminoglycoside antibiotic	antibiotic efflux
leuO	3003843	protein homolog model	Resistomes & Variants	15	78.8 - 99.68	YES	NO	Citrobacter youngae; Citrobacter freundii; Enterobacter asburiae; Escherichia coli; Klebsiella pneumoniae; Enterobacter hormaechei; Klebsiella michiganensis; Klebsiella quasipneumoniae	73.00	0.00	73.00	21.60	216.13	152.88	0	0	0	0	N/A	N/A		948; 1014; 1164; 963; 1134; 945; 969; 999; 951; 945; 945; 945; 951; 951; 951	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
aad(6)	3002628	protein homolog model	Resistomes & Variants	2	92.39 - 92.75	YES	NO	Bifidobacterium breve; Bifidobacterium longum; Clostridioides difficile; Enterococcus faecalis; Erysipelothrix rhusiopathiae; Fusobacterium necrophorum; Neisseria brasiliensis; Streptococcus agalactiae; Streptococcus dysgalactiae; Streptococcus mitis; Enterococcus faecium	4.00	0.00	4.00	22.33	203.00	186.75	0	0	0	0	N/A	N/A		909; 909	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
Erm(49)	3004626	protein homolog model	Resistomes & Variants	1	99.64	YES	NO	Bifidobacterium longum	56.00	0.00	56.00	14.07	152.00	158.25	0	0	0	0	N/A	N/A		1080	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration
APH(2'')-IIIa	3002636	protein homolog model	Resistomes & Variants	1	99.02	NO	NO	Campylobacter coli	1.00	0.00	1.00	2.38	22.00	46.00	0	0	0	0	N/A	N/A		924	APH(2'')	aminoglycoside antibiotic	antibiotic inactivation
BLMT	3005036	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Burkholderia glumae	3.00	0.00	3.00	38.77	164.00	155.67	0	0	0	0	N/A	N/A		423	Bleomycin resistant protein	glycopeptide antibiotic	antibiotic inactivation
ErmB	3000375	protein homolog model	Resistomes & Variants	14	96.92 - 99.18	NO	NO	Bacteroides thetaiotaomicron; Streptococcus agalactiae; Streptococcus pyogenes; Streptococcus dysgalactiae; Streptococcus gallolyticus; Enterococcus faecium; Ruthenibacterium lactatiformans; Streptococcus suis; Enterococcus faecalis	1032.00	0.00	1032.00	50.16	399.93	161.45	0	0	0	0	N/A	N/A		738; 810; 738; 810; 783; 807; 762; 723; 738; 792; 759; 795; 795; 855	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
