ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
tet(65)	3007838	protein homolog model	CARD	1	100.0	no data	no data	Corynebacterium sp.	4.00	0.00	4.00	16.41	189.00	72.50	0	0	0	0	N/A	N/A		1152	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ACT-119	3007901	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	1.00	0.00	1.00	10.38	119.00	146.00	0	0	0	0	N/A	N/A		1146	ACT beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
AFM-5	3008072	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas guariconensis	1.00	0.00	1.00	2.11	17.00	23.00	0	0	0	0	N/A	N/A		804	AFM beta-lactamase	carbapenem	antibiotic inactivation
CME-3	3008084	protein homolog model	CARD	1	100.0	no data	no data	Elizabethkingia anophelis	4.00	0.00	4.00	5.89	53.00	45.75	0	0	0	0	N/A	N/A		900	CME beta-lactamase	penicillin beta-lactam	antibiotic inactivation
GMA-2	3008194	protein homolog model	CARD	1	100.0	no data	no data	Vibrio fortis	3.00	0.00	3.00	9.78	83.00	48.67	0	0	0	0	N/A	N/A		849	GMA beta-lactamase	penicillin beta-lactam	antibiotic inactivation
CMH-8	3008109	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	2.00	0.00	2.00	10.38	119.00	191.00	0	0	0	0	N/A	N/A		1146	CMH beta-lactamase	cephalosporin	antibiotic inactivation
KPC-117	3008247	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	13.00	0.00	13.00	11.74	105.00	124.77	0	0	0	0	N/A	N/A		894	KPC beta-lactamase	monobactam; carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
OXA-981	3008758	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter gerneri	1.00	0.00	1.00	2.02	17.00	23.00	0	0	0	0	N/A	N/A		840	OXA beta-lactamase	penicillin beta-lactam	antibiotic inactivation
APH(3')-VIa	3002652	protein homolog model	Resistomes & Variants	1	96.14	YES	YES	Acinetobacter baumannii; Acinetobacter haemolyticus; Aeromonas caviae; Burkholderia cenocepacia; Proteus mirabilis; Pseudomonas aeruginosa; Stenotrophomonas maltophilia	1.00	0.00	1.00	3.08	24.00	46.00	0	0	0	0	N/A	N/A		780	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
sul2	3000412	protein homolog model	Resistomes & Variants	4	99.63 - 100.0	NO	NO	Actinobacillus pleuropneumoniae; Acinetobacter baumannii; Bacteroides ovatus; Escherichia coli	86.00	0.00	86.00	59.04	525.50	181.51	0	0	0	0	N/A	N/A		915; 903; 870; 816	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
vanW gene in vanI cluster	3003724	protein homolog model	Resistomes & Variants	41	23.96 - 46.09	YES	NO	Anaerostipes hadrus; Actinomyces viscosus; Bacillus cereus; Brevibacillus laterosporus; Brevibacillus brevis; Clostridium perfringens; Dysosmobacter welbionis; Clostridium botulinum; Christensenella minuta; Clostridium sporogenes; Roseburia hominis; Paeniclostridium sordellii; Peptacetobacter hiranonis; Enterocloster clostridioformis; Peptoniphilus harei	292.00	0.00	292.00	20.59	301.24	130.49	0	0	0	0	N/A	N/A		1497; 1497; 1527; 1497; 1497; 1497; 1497; 1497; 1497; 768; 1497; 1527; 2823; 1296; 951; 630; 1545; 1287; 1545; 1545; 1341; 1263; 1899; 1563; 1560; 1353; 1899; 1563; 1596; 1539; 1677; 948; 1074; 1224; 1596; 1224; 1224; 1416; 1488; 1584; 1461	vanW; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
vanG	3002909	protein homolog model	Resistomes & Variants	84	36.36 - 91.4	YES	NO	Anaerostipes hadrus; Citrobacter werkmanii; Cronobacter dublinensis; Dysosmobacter welbionis; Paeniclostridium sordellii; Enterobacter cloacae; Escherichia coli; Shigella sonnei; Klebsiella aerogenes; Klebsiella pneumoniae; Faecalibacterium prausnitzii; Raoultella planticola; Enterobacter roggenkampii; Pseudomonas chlororaphis; Ruthenibacterium lactatiformans; Enterobacter hormaechei; Serratia liquefaciens; Klebsiella quasipneumoniae; Enterobacter cancerogenus; Serratia marcescens; Streptococcus agalactiae	848.00	0.00	848.00	34.05	374.60	165.78	0	0	0	0	N/A	N/A		1062; 1062; 1062; 1062; 1062; 1062; 1062; 1095; 1101; 1047; 1068; 1101; 1101; 1098; 1095; 1095; 1104; 1095; 1095; 1098; 1122; 1152; 1098; 1131; 1149; 1131; 1131; 1131; 1131; 1092; 1098; 1092; 1098; 1098; 1095; 1101; 1098; 1095; 1095; 1098; 1095; 1101; 1095; 1098; 1101; 1095; 1098; 1095; 1095; 1095; 1098; 1095; 1095; 1095; 1101; 1092; 1098; 1098; 1095; 1095; 1098; 1095; 1098; 1098; 1098; 1098; 1092; 1098; 1101; 1101; 1101; 1095; 1095; 1152; 1152; 1044; 1098; 1305; 1104; 1098; 1131; 1101; 1104; 1050	glycopeptide resistance gene cluster; Van ligase	glycopeptide antibiotic	antibiotic target alteration
vanT gene in vanG cluster	3002972	protein homolog model	Resistomes & Variants	123	29.59 - 47.84	YES	NO	Anaerostipes hadrus; Anaerococcus mediterraneensis; Alistipes putredinis; Bacillus cereus; Borrelia miyamotoi; Bacteroides ovatus; Brevibacillus laterosporus; Bacteroides thetaiotaomicron; Bacteroides caccae; Clostridium perfringens; Dysosmobacter welbionis; Clostridium botulinum; Christensenella minuta; Collinsella aerofaciens; Bacteroides fragilis; Clostridium sporogenes; Roseburia hominis; Paeniclostridium sordellii; Providencia alcalifaciens; Phocaeicola massiliensis; Phocaeicola vulgatus; Faecalibacterium prausnitzii; Prevotella intermedia; Ligilactobacillus animalis; Erysipelatoclostridium ramosum; Ruthenibacterium lactatiformans; Parabacteroides distasonis; Phocaeicola dorei; Fusobacterium nucleatum; Streptococcus lutetiensis; Providencia stuartii; Lactococcus garvieae; Massilistercora timonensis; Providencia rettgeri; Gordonibacter urolithinfaciens; Staphylococcus aureus	1607.00	0.00	1607.00	31.00	479.93	154.12	0	0	0	0	N/A	N/A		1164; 1164; 1164; 1164; 1164; 1119; 2373; 1245; 1170; 1122; 2541; 2541; 2496; 2541; 2541; 2493; 2541; 2541; 2541; 2541; 2541; 2541; 2493; 1299; 2550; 2550; 2493; 1161; 2493; 1167; 1137; 1167; 984; 1209; 1161; 1161; 1143; 1146; 1146; 1146; 1146; 1146; 1146; 1146; 1146; 1146; 1146; 2496; 1215; 1170; 1131; 1092; 1083; 2466; 2466; 2466; 2466; 2466; 2466; 1203; 1203; 1206; 1203; 1203; 1197; 1206; 1200; 1203; 1206; 1197; 1206; 1203; 1197; 1203; 1203; 1206; 1203; 1197; 1203; 1203; 1197; 1197; 1197; 1203; 1203; 1206; 1197; 1203; 1203; 1197; 1203; 1203; 1197; 1203; 1206; 1203; 1197; 1203; 1200; 1206; 1197; 2481; 2481; 1125; 1131; 2175; 2175; 2466; 2466; 2466; 2466; 2466; 2466; 2466; 1065; 1065; 1107; 1083; 1113; 1170; 1083; 1389; 1149	glycopeptide resistance gene cluster; vanT	glycopeptide antibiotic	antibiotic target alteration
tet(O)	3000190	protein homolog model	Resistomes & Variants	35	89.36 - 99.37	YES	YES	Anaerostipes hadrus; Blautia producta; Campylobacter coli; Enterocloster clostridioformis; Enterococcus faecalis; Enterococcus faecium; Roseburia hominis; Streptococcus agalactiae; Streptococcus anginosus; Streptococcus equi; Streptococcus intermedius; Streptococcus mitis; Streptococcus pneumoniae; Streptococcus pseudopneumoniae; Streptococcus pyogenes; Streptococcus sanguinis; Streptococcus suis; Campylobacter jejuni; Bifidobacterium breve; Erysipelatoclostridium ramosum; Ruthenibacterium lactatiformans; Streptococcus constellatus; Streptococcus dysgalactiae; Streptococcus gordonii; Faecalibacterium prausnitzii; Enterococcus hirae	1410.00	0.00	1410.00	40.00	734.74	181.58	0	0	0	0	N/A	N/A		1920; 1920; 1920; 1920; 1920; 1920; 1746; 930; 1920; 1920; 1920; 777; 1467; 1920; 1920; 1920; 930; 1920; 1920; 1920; 1920; 1920; 1920; 1920; 1920; 1920; 1920; 1920; 1920; 1920; 1920; 2007; 1920; 1932; 1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
lnuC	3002837	protein homolog model	Resistomes & Variants	4	91.46 - 98.17	NO	NO	Anaerostipes hadrus; Campylobacter coli; Glaesserella parasuis; Lactobacillus crispatus; Streptococcus agalactiae	491.00	0.00	491.00	87.66	483.75	180.62	0	0	0	0	N/A	N/A		543; 522; 564; 564	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
adeF	3000777	protein homolog model	Resistomes & Variants	200	40.64 - 79.75	YES	YES	Aeromonas caviae; Aeromonas hydrophila; Alistipes putredinis; Achromobacter xylosoxidans; Aeromonas veronii; Campylobacter concisus; Delftia tsuruhatensis; Cronobacter sakazakii; Citrobacter koseri; Cronobacter malonaticus; Burkholderia vietnamiensis; Bacteroides ovatus; Cronobacter dublinensis; Bacteroides thetaiotaomicron; Butyricimonas faecalis; Bacteroides caccae; Cronobacter universalis; Bacteroides fragilis; Citrobacter amalonaticus; Burkholderia lata; Enterobacter cloacae; Plesiomonas shigelloides; Phocaeicola massiliensis; Phocaeicola vulgatus; Enterobacter asburiae; Pseudomonas stutzeri; Klebsiella aerogenes; Klebsiella pneumoniae; Klebsiella quasipneumoniae; Pseudomonas putida; Salmonella enterica; Enterobacter roggenkampii; Klebsiella oxytoca; Enterobacter hormaechei; Ralstonia pickettii; Parabacteroides distasonis; Phocaeicola dorei; Klebsiella michiganensis; Inquilinus limosus; Pseudomonas fluorescens; Pseudomonas mendocina; Leclercia adecarboxylata; Stenotrophomonas maltophilia; Enterobacter kobei; Enterobacter cancerogenus; Serratia marcescens; Serratia rubidaea	3440.00	0.00	3440.00	19.84	626.00	160.95	0	0	0	0	N/A	N/A		2364; 3099; 3099; 3099; 3099; 3183; 3183; 3150; 3126; 3210; 3117; 3147; 3120; 3201; 3105; 3105; 3105; 3105; 3105; 3105; 3105; 3105; 3150; 3150; 3150; 3105; 3105; 3150; 3105; 3150; 3105; 3120; 3150; 3105; 3150; 3150; 3105; 3147; 3258; 3105; 3258; 3258; 3105; 3105; 3105; 3126; 3099; 3105; 3147; 3147; 3150; 3180; 3123; 3147; 3180; 3123; 3147; 3180; 3114; 3195; 3111; 3237; 3147; 3114; 3114; 3153; 3153; 3114; 3153; 3114; 3153; 3114; 3114; 3228; 3114; 3114; 3114; 3114; 3114; 3225; 3114; 3102; 3114; 3114; 3114; 3114; 3114; 3117; 3114; 3099; 3114; 3099; 3099; 3117; 3102; 3099; 3117; 3147; 3117; 3147; 3102; 3114; 3114; 3138; 3114; 3147; 3102; 3138; 3114; 3147; 3147; 3114; 3153; 3153; 3114; 3153; 3153; 3153; 3153; 3114; 3147; 3147; 3114; 3153; 3192; 2910; 2673; 3141; 3147; 3114; 3153; 3147; 3192; 3147; 3114; 3114; 3114; 3249; 3336; 3153; 3117; 3192; 3162; 3054; 3114; 3156; 3114; 3156; 3156; 3114; 3147; 3114; 3114; 3153; 3114; 3114; 3114; 3153; 3114; 3153; 3114; 2541; 3114; 3153; 3207; 3138; 3138; 3138; 4485; 4485; 3138; 4485; 4485; 3117; 3117; 3102; 3114; 3114; 3147; 3180; 3114; 3114; 3153; 3114; 3135; 3153; 3147; 3141; 3114; 3141; 3126; 3150; 3114; 3114; 3147; 3135; 3132; 3135; 3120; 3192	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux
qacG	3007015	protein homolog model	Resistomes & Variants	14	33.65 - 48.08	YES	NO	Acinetobacter johnsonii; Delftia tsuruhatensis; Parabacteroides distasonis; Bacteroides ovatus; Bacteroides thetaiotaomicron; Phocaeicola massiliensis; Phocaeicola vulgatus; Elizabethkingia anophelis; Klebsiella pneumoniae; Elizabethkingia miricola; Xanthomonas campestris; Rhizobium leguminosarum; Klebsiella quasipneumoniae; Stenotrophomonas maltophilia; Haemophilus influenzae; Haemophilus parainfluenzae; Streptococcus gordonii; Staphylococcus arlettae	53.00	0.00	53.00	27.78	102.93	93.09	0	0	0	0	N/A	N/A		330; 336; 336; 333; 1314; 330; 333; 333; 342; 330; 333; 330; 324; 342	small multidrug resistance (SMR) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
AAC(6')-Ib8	3002579	protein homolog model	Resistomes & Variants	1	97.96	NO	NO	Aeromonas caviae	5.00	0.00	5.00	6.78	47.00	56.00	0	0	0	0	N/A	N/A		693	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
vanH gene in vanB cluster	3002943	protein homolog model	Resistomes & Variants	3	35.99 - 41.64	NO	NO	Alistipes putredinis; Ralstonia pickettii	18.00	0.00	18.00	40.33	401.67	149.17	0	0	0	0	N/A	N/A		996; 996; 996	vanH; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
OXA-324	3001512	protein homolog model	Resistomes & Variants	1	99.63	NO	NO	Acinetobacter calcoaceticus	22.00	0.00	22.00	7.91	65.00	67.64	0	0	0	0	N/A	N/A		822	OXA beta-lactamase; OXA-213-like beta-lactamase	carbapenem; penicillin beta-lactam	antibiotic inactivation
catB3	3002676	protein homolog model	Resistomes & Variants	1	79.02	NO	NO	Achromobacter xylosoxidans	10.00	0.00	10.00	28.42	185.00	52.60	0	0	0	0	N/A	N/A		651	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
Klebsiella pneumoniae KpnH	3004597	protein homolog model	Resistomes & Variants	39	68.74 - 99.77	YES	NO	Avibacterium paragallinarum; Cronobacter dublinensis; Plesiomonas shigelloides; Escherichia coli; Morganella morganii; Klebsiella aerogenes; Klebsiella pneumoniae; Raoultella planticola; Yersinia pseudotuberculosis; Enterobacter roggenkampii; Klebsiella oxytoca; Yersinia canariae; Serratia liquefaciens; Klebsiella quasipneumoniae; Haemophilus parainfluenzae; Yersinia enterocolitica; Serratia marcescens	403.00	0.00	403.00	16.97	266.54	129.49	0	0	0	0	N/A	N/A		1515; 1539; 1533; 1533; 1533; 1533; 1533; 1533; 1533; 1533; 1533; 1794; 1629; 1533; 1533; 1533; 1539; 1533; 1539; 1539; 1539; 1548; 1539; 1539; 1539; 1548; 1677; 1539; 1536; 1548; 1539; 1536; 1536; 1545; 1539; 1527; 1527; 1533; 1539	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; peptide antibiotic	antibiotic efflux
CARB-3	3002242	protein homolog model	Resistomes & Variants	1	99.67	NO	YES	Acinetobacter baumannii; Proteus mirabilis; Salmonella enterica	3.00	0.00	3.00	10.24	117.00	169.33	0	0	0	0	N/A	N/A		1143	CARB beta-lactamase	penicillin beta-lactam	antibiotic inactivation
tet(B)	3000166	protein homolog model	Resistomes & Variants	1	99.5	NO	NO	Acinetobacter baumannii	4.00	0.00	4.00	9.81	131.00	165.50	0	0	0	0	N/A	N/A		1335	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
Acinetobacter baumannii AbaQ	3004574	protein homolog model	Resistomes & Variants	1	98.39	NO	NO	Acinetobacter baumannii	1.00	0.00	1.00	1.30	17.00	23.00	0	0	0	0	N/A	N/A		1305	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
APH(3')-Ia	3002641	protein homolog model	Resistomes & Variants	5	98.15 - 100.0	YES	NO	Acinetobacter baumannii; Deinococcus radiodurans; Escherichia coli; Klebsiella pneumoniae	36.00	0.00	36.00	19.37	182.80	152.08	0	0	0	0	N/A	N/A		762; 1023; 888; 810; 1014	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
Acinetobacter baumannii AbaF	3004573	protein homolog model	Resistomes & Variants	1	96.25	NO	NO	Acinetobacter baumannii	2.00	0.00	2.00	5.68	74.00	45.00	0	0	0	0	N/A	N/A		1302	major facilitator superfamily (MFS) antibiotic efflux pump	phosphonic acid antibiotic	antibiotic efflux
TMB-1	3004105	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Acinetobacter baumannii	3.00	0.00	3.00	7.72	57.00	67.33	0	0	0	0	N/A	N/A		738	TMB beta-lactamase	carbapenem; cephalosporin	antibiotic inactivation
armA	3000858	protein homolog model	Resistomes & Variants	2	99.61 - 100.0	NO	NO	Acinetobacter baumannii; Pseudomonas aeruginosa	11.00	0.00	11.00	22.68	212.50	157.98	0	0	0	0	N/A	N/A		819; 1050	16S rRNA methyltransferase (G1405)	aminoglycoside antibiotic	antibiotic target alteration
ANT(3'')-IIc	3004091	protein homolog model	Resistomes & Variants	1	80.93	NO	NO	Acinetobacter baumannii	1.00	0.00	1.00	2.94	23.00	34.00	0	0	0	0	N/A	N/A		783	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
mphE	3003741	protein homolog model	Resistomes & Variants	1	96.38	YES	NO	Acinetobacter baumannii	41.00	0.00	41.00	27.53	261.00	186.24	0	0	0	0	N/A	N/A		948	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
APH(3'')-Ib	3002639	protein homolog model	Resistomes & Variants	12	95.65 - 99.63	YES	YES	Acinetobacter baumannii; Citrobacter freundii; Escherichia coli; Enterobacter kobei; Escherichia fergusonii; Klebsiella oxytoca; Klebsiella pneumoniae; Salmonella enterica; Vibrio parahaemolyticus; Pseudomonas aeruginosa	317.00	0.00	317.00	28.72	471.67	160.10	0	0	0	0	N/A	N/A		909; 1035; 912; 990; 1881; 864; 1611; 930; 864; 2496; 1344; 1485	APH(3'')	aminoglycoside antibiotic	antibiotic inactivation
aadA	3002601	protein homolog model	Resistomes & Variants	1	99.59	NO	NO	Acinetobacter baumannii	7.00	0.00	7.00	40.84	381.00	153.71	0	0	0	0	N/A	N/A		933	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
qacEdelta1	3005010	protein homolog model	Resistomes & Variants	4	95.65 - 100.0	YES	NO	Acinetobacter baumannii; Escherichia coli; Salmonella enterica; Pseudomonas aeruginosa	28.00	0.00	28.00	37.75	192.50	159.66	0	0	0	0	N/A	N/A		366; 990; 357; 348	major facilitator superfamily (MFS) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
PER-1	3002363	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Acinetobacter baumannii	4.00	0.00	4.00	14.30	142.00	130.25	0	0	0	0	N/A	N/A		993	PER beta-lactamase	monobactam; carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
Acinetobacter baumannii AmvA	3004577	protein homolog model	Resistomes & Variants	1	98.98	NO	NO	Acinetobacter baumannii	5.00	0.00	5.00	8.24	131.00	170.80	0	0	0	0	N/A	N/A		1590	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; disinfecting agents and antiseptics	antibiotic efflux
OXA-912	3006099	protein homolog model	Resistomes & Variants	2	99.62 - 100.0	YES	NO	Aeromonas veronii	2.00	0.00	2.00	2.14	17.00	23.00	0	0	0	0	N/A	N/A		795; 795	OXA beta-lactamase; OXA-12-like beta-lactamase	penicillin beta-lactam	antibiotic inactivation
cphA3	3003093	protein homolog model	Resistomes & Variants	1	98.43	NO	NO	Aeromonas veronii	1.00	0.00	1.00	2.35	18.00	34.00	0	0	0	0	N/A	N/A		765	CphA beta-lactamase	carbapenem	antibiotic inactivation
qacJ	3007014	protein homolog model	Resistomes & Variants	18	33.98 - 71.03	YES	YES	Bacillus cereus; Capnocytophaga sputigena; Bacillus halotolerans; Citrobacter youngae; Providencia alcalifaciens; Pseudomonas stutzeri; Escherichia coli; Klebsiella pneumoniae; Ligilactobacillus animalis; Staphylococcus warneri; Enterobacter hormaechei; Macrococcus canis; Staphylococcus equorum	130.00	0.00	130.00	24.23	94.00	90.93	0	0	0	0	N/A	N/A		324; 324; 330; 354; 333; 327; 333; 423; 312; 294; 408; 720; 324; 246; 513; 324; 324; 324	small multidrug resistance (SMR) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
BcIII	3007101	protein homolog model	Resistomes & Variants	3	73.1 - 76.27	NO	NO	Bacillus cereus; Bacillus thuringiensis	4.00	0.00	4.00	3.06	28.67	45.00	0	0	0	0	N/A	N/A		933; 933; 951	class A Bacillus cereus Bc beta-lactamase	cephalosporin	antibiotic inactivation
vanY gene in vanA cluster	3002955	protein homolog model	Resistomes & Variants	2	43.28 - 49.43	NO	YES	Bacillus cereus; Bacillus thuringiensis	7.00	0.00	7.00	17.86	57.50	50.66	0	0	0	0	N/A	N/A		339; 318	vanY; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
vanY gene in vanB cluster	3002956	protein homolog model	Resistomes & Variants	86	28.06 - 58.24	YES	NO	Bacillus cereus; Bacillus thuringiensis; Clostridium perfringens; Dysosmobacter welbionis; Clostridium botulinum; Streptococcus pyogenes; Roseburia hominis; Paeniclostridium sordellii; Gemella sanguinis; Streptococcus anginosus; Faecalibacterium prausnitzii; Staphylococcus saprophyticus; Erysipelatoclostridium ramosum; Ruthenibacterium lactatiformans; Streptococcus lutetiensis; Erysipelothrix rhusiopathiae; Streptococcus suis; Lactococcus garvieae; Enterococcus faecalis	901.00	0.00	901.00	32.82	281.16	153.54	0	0	0	0	N/A	N/A		939; 720; 780; 780; 792; 792; 855; 699; 744; 759; 726; 726; 705; 705; 798; 798; 3981; 831; 819; 822; 819; 921; 891; 891; 831; 834; 813; 819; 822; 819; 921; 822; 822; 882; 891; 819; 882; 813; 822; 855; 822; 921; 891; 819; 891; 819; 921; 822; 822; 891; 819; 819; 819; 819; 813; 819; 822; 822; 921; 828; 813; 882; 930; 921; 891; 915; 924; 786; 921; 834; 876; 921; 822; 813; 891; 615; 723; 2505; 2505; 2505; 777; 1290; 783; 786; 786; 711	vanY; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
BcI	3002877	protein homolog model	Resistomes & Variants	1	86.93	NO	NO	Bacillus cereus	1.00	0.00	1.00	2.26	21.00	34.00	0	0	0	0	N/A	N/A		930	class A Bacillus cereus Bc beta-lactamase	cephalosporin	antibiotic inactivation
ErmG	3000522	protein homolog model	Resistomes & Variants	6	98.36 - 99.18	NO	NO	Bacillus cereus; Clostridium perfringens; Klebsiella pneumoniae; Bacteroides thetaiotaomicron; Bacteroides caccae; Phocaeicola vulgatus	140.00	0.00	140.00	43.78	321.83	181.99	0	0	0	0	N/A	N/A		735; 735; 735; 735; 735; 735	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
vanY gene in vanM cluster	3002961	protein homolog model	Resistomes & Variants	15	29.38 - 43.17	YES	NO	Bacillus cereus; Christensenella minuta; Streptococcus cristatus; Streptococcus mitis; Faecalibacterium prausnitzii; Streptococcus pseudopneumoniae; Parvimonas micra; Streptococcus pneumoniae; Rothia mucilaginosa; Staphylococcus arlettae	136.00	0.00	136.00	12.96	110.40	101.00	0	0	0	0	N/A	N/A		750; 741; 732; 714; 801; 717; 1500; 807; 822; 717; 891; 891; 939; 915; 678	vanY; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
tet(45)	3003196	protein homolog model	Resistomes & Variants	4	75.16 - 89.5	YES	NO	Bacillus cereus; Bacillus tequilensis; Enterococcus faecium; Streptococcus suis	9.00	0.00	9.00	7.93	136.75	116.81	0	0	0	0	N/A	N/A		1377; 1377; 1605; 1857	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
vanW gene in vanG cluster	3002965	protein homolog model	Resistomes & Variants	8	30.11 - 36.18	YES	NO	Bacillus cereus; Pseudomonas koreensis; Proteus vulgaris; Elizabethkingia miricola; Proteus penneri; Ruthenibacterium lactatiformans; Pseudomonas fluorescens; Proteus columbae	30.00	0.00	30.00	6.65	49.50	68.87	0	0	0	0	N/A	N/A		831; 816; 825; 705; 567; 858; 609; 825	vanW; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
mdeA	3007011	protein homolog model	Resistomes & Variants	6	39.14 - 71.84	YES	NO	Bacillus cereus; Staphylococcus warneri; Enterococcus faecium; Staphylococcus epidermidis	21.00	0.00	21.00	6.56	90.50	54.14	0	0	0	0	N/A	N/A		1392; 1380; 1368; 1371; 1395; 1380	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; aminoglycoside antibiotic; penicillin beta-lactam; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux
FosB	3000172	protein homolog model	Resistomes & Variants	1	77.54	NO	NO	Bacillus cereus	2.00	0.00	2.00	4.26	18.00	28.50	0	0	0	0	N/A	N/A		423	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
BcII	3002878	protein homolog model	Resistomes & Variants	1	90.2	NO	NO	Bacillus cereus	1.00	0.00	1.00	3.36	26.00	34.00	0	0	0	0	N/A	N/A		774	subclass B1 Bacillus cereus Bc beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
OXA-465	3003621	protein homolog model	Resistomes & Variants	1	99.59	YES	NO	Campylobacter jejuni	65.00	0.00	65.00	12.44	97.00	92.35	0	0	0	0	N/A	N/A		780	OXA beta-lactamase; OXA-184-like beta-lactamase	penicillin beta-lactam	antibiotic inactivation
APH(2'')-If	3004191	protein homolog model	Resistomes & Variants	2	90.24 - 92.93	NO	YES	Campylobacter jejuni; Faecalibacterium prausnitzii; Ruthenibacterium lactatiformans	17.00	0.00	17.00	32.34	459.00	116.95	0	0	0	0	N/A	N/A		894; 1455	APH(2'')	aminoglycoside antibiotic	antibiotic inactivation
Corynebacterium striatum tetA	3004639	protein homolog model	Resistomes & Variants	1	97.66	YES	NO	Corynebacterium urealyticum	1.00	0.00	1.00	1.47	23.00	34.00	0	0	0	0	N/A	N/A		1563	major facilitator superfamily (MFS) antibiotic efflux pump	penicillin beta-lactam; tetracycline antibiotic	antibiotic efflux
amrA	3002982	protein homolog model	Resistomes & Variants	1	90.98	YES	NO	Burkholderia oklahomensis	14.00	0.00	14.00	19.25	231.00	70.29	0	0	0	0	N/A	N/A		1200	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; aminoglycoside antibiotic	antibiotic efflux
tmrB	3003059	protein homolog model	Resistomes & Variants	2	96.95 - 97.97	YES	NO	Bacillus tequilensis; Bacillus subtilis	3.00	0.00	3.00	3.12	18.50	34.50	0	0	0	0	N/A	N/A		594; 594	tunicamycin resistance protein	nucleoside antibiotic	reduced permeability to antibiotic
