ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
tet(B)	3000166	protein homolog model	Resistomes & Variants	3	99.0 - 99.5	NO	NO	Acinetobacter baumannii; Escherichia coli	79.00	0.00	79.00	45.76	562.00	179.30	0	0	0	0	N/A	N/A		1335; 1206; 1206	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
CARB-3	3002242	protein homolog model	Resistomes & Variants	1	99.67	NO	YES	Acinetobacter baumannii; Proteus mirabilis; Salmonella enterica	17.00	0.00	17.00	13.30	152.00	184.24	0	0	0	0	N/A	N/A		1143	CARB beta-lactamase	penicillin beta-lactam	antibiotic inactivation
armA	3000858	protein homolog model	Resistomes & Variants	2	99.61 - 100.0	NO	NO	Acinetobacter baumannii; Pseudomonas aeruginosa	133.00	0.00	133.00	22.77	214.50	158.21	0	0	0	0	N/A	N/A		819; 1053	16S rRNA methyltransferase (G1405)	aminoglycoside antibiotic	antibiotic target alteration
APH(3'')-Ib	3002639	protein homolog model	Resistomes & Variants	8	95.65 - 99.25	YES	NO	Acinetobacter baumannii; Citrobacter freundii; Escherichia coli; Klebsiella pneumoniae; Escherichia fergusonii	192.00	0.00	192.00	17.62	239.50	149.25	0	0	0	0	N/A	N/A		909; 1035; 912; 861; 1881; 930; 2496; 813	APH(3'')	aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-Ib9	3002580	protein homolog model	Resistomes & Variants	2	98.32 - 98.97	YES	NO	Acinetobacter baumannii; Pseudomonas aeruginosa	37.00	0.00	37.00	15.77	110.00	125.47	0	0	0	0	N/A	N/A		660; 780	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
sul2	3000412	protein homolog model	Resistomes & Variants	3	99.63 - 100.0	NO	NO	Acinetobacter baumannii; Klebsiella pneumoniae; Enterobacter hormaechei	168.00	0.00	168.00	65.64	564.00	187.01	0	0	0	0	N/A	N/A		903; 816; 816	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
cmlA5	3002695	protein homolog model	Resistomes & Variants	4	99.0 - 100.0	YES	NO	Acinetobacter baumannii; Klebsiella pneumoniae; Pseudomonas aeruginosa	214.00	0.00	214.00	45.64	603.75	161.12	0	0	0	0	N/A	N/A		1317; 1260; 1413; 1404	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
APH(6)-Id	3002660	protein homolog model	Resistomes & Variants	14	98.53 - 100.0	NO	YES	Acinetobacter baumannii; Escherichia coli; Salmonella enterica; Enterobacter hormaechei; Morganella morganii; Klebsiella pneumoniae; Pseudomonas aeruginosa	877.00	0.00	877.00	30.94	314.64	155.14	0	0	0	0	N/A	N/A		915; 783; 1005; 1641; 972; 915; 867; 888; 1011; 831; 960; 888; 948; 828	APH(6)	aminoglycoside antibiotic	antibiotic inactivation
Acinetobacter baumannii AmvA	3004577	protein homolog model	Resistomes & Variants	1	98.98	NO	NO	Acinetobacter baumannii	51.00	0.00	51.00	11.38	181.00	157.71	0	0	0	0	N/A	N/A		1590	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; disinfecting agents and antiseptics	antibiotic efflux
aadA16	3002616	protein homolog model	Resistomes & Variants	2	89.42 - 98.93	YES	NO	Aeromonas veronii; Escherichia coli	49.00	0.00	49.00	23.73	198.50	157.87	0	0	0	0	N/A	N/A		846; 834	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
vanY gene in vanB cluster	3002956	protein homolog model	Resistomes & Variants	26	28.06 - 58.24	YES	NO	Bacillus cereus; Bifidobacterium bifidum; Borrelia miyamotoi; Roseburia hominis; Paeniclostridium sordellii; Gemella sanguinis; Faecalibacterium prausnitzii; Streptococcus gallolyticus; Streptococcus pasteurianus; Erysipelatoclostridium ramosum; Enterococcus faecium; Streptococcus lutetiensis; Gemella haemolysans; Streptococcus agalactiae	2816.00	0.00	2816.00	41.19	362.15	133.51	0	0	0	0	N/A	N/A		780; 750; 798; 786; 759; 726; 705; 705; 798; 798; 813; 822; 921; 774; 723; 867; 1191; 1248; 1191; 1248; 867; 867; 861; 777; 768; 747	vanY; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
vanY gene in vanA cluster	3002955	protein homolog model	Resistomes & Variants	3	42.39 - 100.0	NO	YES	Bacillus cereus; Bacillus thuringiensis; Enterococcus faecium	56.00	0.00	56.00	20.89	78.67	79.81	0	0	0	0	N/A	N/A		351; 309; 396	vanY; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
BcIII	3007101	protein homolog model	Resistomes & Variants	1	71.84	NO	NO	Bacillus cereus	1.00	0.00	1.00	3.30	31.00	46.00	0	0	0	0	N/A	N/A		939	class A Bacillus cereus Bc beta-lactamase	cephalosporin	antibiotic inactivation
Acinetobacter baumannii AbaF	3004573	protein homolog model	Resistomes & Variants	1	86.32	NO	NO	Bacillus cereus	2.00	0.00	2.00	1.30	17.00	23.00	0	0	0	0	N/A	N/A		1308	major facilitator superfamily (MFS) antibiotic efflux pump	phosphonic acid antibiotic	antibiotic efflux
SatA	3005045	protein homolog model	Resistomes & Variants	1	93.44	NO	NO	Bacillus cereus	16.00	0.00	16.00	10.69	59.00	56.00	0	0	0	0	N/A	N/A		552	streptothricin acetyltransferase (SAT)	nucleoside antibiotic	antibiotic inactivation
tet(32)	3000196	protein homolog model	Resistomes & Variants	3	79.78 - 98.75	YES	NO	Campylobacter concisus; Enterococcus faecalis; Erysipelatoclostridium ramosum; Eubacterium limosum; Faecalibacterium prausnitzii; Roseburia hominis; Ruthenibacterium lactatiformans; Streptococcus anginosus; Streptococcus constellatus; Streptococcus intermedius; Streptococcus pneumoniae; Escherichia coli; Massilistercora timonensis	286.00	0.00	286.00	59.26	1137.67	178.19	0	0	0	0	N/A	N/A		1920; 1920; 1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
OXA-465	3003621	protein homolog model	Resistomes & Variants	1	99.59	YES	NO	Campylobacter jejuni	46.00	0.00	46.00	8.97	70.00	57.50	0	0	0	0	N/A	N/A		780	OXA beta-lactamase; OXA-184-like beta-lactamase	penicillin beta-lactam	antibiotic inactivation
tet(O/M/O)	3007120	protein homolog model	Resistomes & Variants	1	99.53	NO	NO	Campylobacter jejuni	2.00	0.00	2.00	12.40	238.00	189.50	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
tet(O)	3000190	protein homolog model	Resistomes & Variants	16	89.36 - 99.37	YES	YES	Campylobacter jejuni; Bifidobacterium bifidum; Bifidobacterium breve; Streptococcus suis; Campylobacter coli; Enterocloster clostridioformis; Erysipelatoclostridium ramosum; Ruthenibacterium lactatiformans; Streptococcus agalactiae; Streptococcus anginosus; Streptococcus constellatus; Streptococcus dysgalactiae; Streptococcus gordonii; Streptococcus pyogenes; Faecalibacterium prausnitzii; Enterococcus hirae	2919.00	0.00	2919.00	40.75	739.38	179.75	0	0	0	0	N/A	N/A		1920; 1920; 1746; 1920; 1920; 1920; 777; 1467; 1920; 1920; 930; 1920; 1920; 1920; 1920; 2007	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
SAT-4	3002897	protein homolog model	Resistomes & Variants	3	96.2 - 99.44	NO	NO	Campylobacter jejuni; Staphylococcus epidermidis; Staphylococcus aureus; Streptococcus pyogenes	128.00	0.00	128.00	72.99	367.00	157.77	0	0	0	0	N/A	N/A		573; 579; 255	streptothricin acetyltransferase (SAT)	nucleoside antibiotic	antibiotic inactivation
Bifidobacterium bifidum ileS conferring resistance to mupirocin	3003730	protein homolog model	Resistomes & Variants	25	99.01 - 99.82	YES	NO	Bifidobacterium bifidum	10437.00	0.00	10437.00	36.77	1223.40	164.33	0	0	0	0	N/A	N/A		3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327; 3327	antibiotic-resistant isoleucyl-tRNA synthetase (ileS)	mupirocin-like antibiotic	antibiotic target alteration
tet(W)	3000194	protein homolog model	Resistomes & Variants	22	95.85 - 100.0	YES	NO	Bifidobacterium bifidum; Bifidobacterium longum; Bifidobacterium breve; Collinsella aerofaciens; Faecalibacterium prausnitzii; Eubacterium maltosivorans; Lactobacillus crispatus; Streptococcus suis	6454.00	0.00	6454.00	26.98	432.77	145.57	0	0	0	0	N/A	N/A		1920; 1686; 1920; 1920; 2082; 714; 1653; 1080; 1530; 1689; 1617; 1941; 1959; 1920; 2070; 1920; 1920; 1920; 1920; 1932; 1920; 219	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
vanY gene in vanM cluster	3002961	protein homolog model	Resistomes & Variants	13	30.46 - 41.59	YES	NO	Bacillus thuringiensis; Streptococcus anginosus; Streptococcus mitis; Faecalibacterium prausnitzii; Staphylococcus saprophyticus; Streptococcus pseudopneumoniae; Treponema denticola; Streptococcus gordonii; Streptococcus pneumoniae	42.00	0.00	42.00	10.93	86.85	104.26	0	0	0	0	N/A	N/A		702; 699; 717; 822; 675; 717; 801; 723; 939; 816; 912; 774; 840	vanY; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
emrB	3000074	protein homolog model	Resistomes & Variants	20	92.23 - 100.0	YES	NO	Citrobacter werkmanii; Citrobacter freundii; Citrobacter youngae; Citrobacter amalonaticus; Enterobacter cloacae; Escherichia coli; Shigella dysenteriae; Shigella flexneri; Shigella sonnei; Salmonella enterica; Enterobacter roggenkampii; Shigella boydii; Leclercia adecarboxylata	652.00	0.00	652.00	13.79	215.40	106.12	0	0	0	0	N/A	N/A		1539; 1539; 1539; 1539; 1539; 1539; 1548; 1539; 1539; 1560; 1539; 1719; 1629; 1539; 1539; 1554; 1548; 1557; 1500; 1548	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
acrB	3000216	protein homolog model	Resistomes & Variants	12	94.38 - 100.0	NO	NO	Citrobacter werkmanii; Citrobacter freundii; Escherichia coli; Salmonella enterica; Escherichia fergusonii	784.00	0.00	784.00	18.22	575.25	167.39	0	0	0	0	N/A	N/A		3150; 3150; 3150; 3150; 3150; 3150; 3099; 3150; 3150; 3291; 3150; 3150	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
mdtB	3000793	protein homolog model	Resistomes & Variants	22	92.6 - 100.0	YES	YES	Citrobacter koseri; Citrobacter freundii; Citrobacter youngae; Citrobacter amalonaticus; Escherichia coli; Shigella sonnei; Escherichia albertii	855.00	0.00	855.00	14.39	479.05	164.65	0	0	0	0	N/A	N/A		3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 4491; 4371; 3123; 3123; 3123; 3372	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
vanG	3002909	protein homolog model	Resistomes & Variants	18	36.64 - 57.51	YES	NO	Bacteroides ovatus; Citrobacter freundii; Enterobacter cloacae; Escherichia coli; Faecalibacterium prausnitzii; Klebsiella huaxiensis; Erysipelatoclostridium ramosum; Pseudomonas chlororaphis; Enterobacter hormaechei; Proteus mirabilis; Klebsiella quasipneumoniae	450.00	0.00	450.00	26.60	289.33	141.50	0	0	0	0	N/A	N/A		1089; 1095; 1101; 1095; 1104; 1095; 1095; 1152; 1092; 1098; 1095; 1098; 1050; 1050; 1095; 1305; 1101; 1098	glycopeptide resistance gene cluster; Van ligase	glycopeptide antibiotic	antibiotic target alteration
vanZ gene in vanF cluster	3002963	protein homolog model	Resistomes & Variants	1	88.89	NO	NO	Brevibacillus laterosporus	2.00	0.00	2.00	4.03	25.00	34.00	0	0	0	0	N/A	N/A		621	vanZ; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
vanH gene in vanO cluster	3002948	protein homolog model	Resistomes & Variants	9	39.87 - 42.58	NO	NO	Burkholderia pseudomallei; Pseudomonas stutzeri; Faecalibacterium prausnitzii; Erysipelatoclostridium ramosum	96.00	0.00	96.00	20.51	204.11	96.53	0	0	0	0	N/A	N/A		1005; 1005; 1002; 1002; 996; 996; 996; 996; 993	vanH; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
ErmX	3000596	protein homolog model	Resistomes & Variants	14	87.6 - 89.79	YES	NO	Corynebacterium diphtheriae; Bifidobacterium breve; Bifidobacterium longum; Trueperella pyogenes; Rothia mucilaginosa	2438.00	0.00	2438.00	39.84	341.43	184.85	0	0	0	0	N/A	N/A		855; 855; 855; 855; 855; 855; 855; 855; 855; 855; 855; 855; 891; 855	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
CMY-157	3005198	protein homolog model	Resistomes & Variants	1	98.95	YES	NO	Citrobacter freundii; Citrobacter youngae	1.00	0.00	1.00	10.38	119.00	191.00	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephalosporin	antibiotic inactivation
kdpE	3003841	protein homolog model	Resistomes & Variants	15	91.07 - 100.0	YES	NO	Citrobacter freundii; Citrobacter youngae; Escherichia coli; Shigella dysenteriae	2180.00	0.00	2180.00	34.76	290.33	170.22	0	0	0	0	N/A	N/A		678; 678; 678; 1452; 858; 732; 678; 678; 678; 678; 957; 786; 705; 777; 678	kdpDE	aminoglycoside antibiotic	antibiotic efflux
mdtG	3001329	protein homolog model	Resistomes & Variants	13	90.57 - 100.0	YES	NO	Citrobacter youngae; Citrobacter amalonaticus; Escherichia coli; Shigella dysenteriae; Escherichia marmotae	282.00	0.00	282.00	31.81	391.15	166.87	0	0	0	0	N/A	N/A		1221; 1221; 1221; 1227; 1227; 1227; 1227; 1227; 1227; 1227; 1227; 1275; 1227	major facilitator superfamily (MFS) antibiotic efflux pump	phosphonic acid antibiotic	antibiotic efflux
PmrF	3003578	protein homolog model	Resistomes & Variants	12	86.67 - 100.0	YES	NO	Citrobacter youngae; Escherichia coli; Enterobacter hormaechei	430.00	0.00	430.00	35.57	357.00	178.63	0	0	0	0	N/A	N/A		984; 969; 969; 969; 1020; 1125; 969; 969; 969; 1014; 1020; 984	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
floR	3002705	protein homolog model	Resistomes & Variants	2	99.5 - 99.75	YES	YES	Escherichia coli; Citrobacter youngae; Klebsiella quasipneumoniae; Escherichia fergusonii; Klebsiella michiganensis; Klebsiella pneumoniae; Salmonella enterica; Shigella boydii; Shigella flexneri; Shigella sonnei; Pseudomonas aeruginosa	239.00	0.00	239.00	71.31	866.50	186.53	0	0	0	0	N/A	N/A		1215; 1215	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
msbA	3003950	protein homolog model	Resistomes & Variants	15	92.43 - 100.0	YES	NO	Citrobacter youngae; Escherichia coli; Shigella dysenteriae; Enterobacter roggenkampii; Klebsiella michiganensis; Klebsiella quasipneumoniae; Leclercia adecarboxylata	432.00	0.00	432.00	23.98	419.40	169.01	0	0	0	0	N/A	N/A		1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749; 1749	ATP-binding cassette (ABC) antibiotic efflux pump	nitroimidazole antibiotic	antibiotic efflux
OXA-594	3005815	protein homolog model	Resistomes & Variants	1	98.85	NO	NO	Campylobacter coli	8.00	0.00	8.00	21.20	166.00	71.38	0	0	0	0	N/A	N/A		783	OXA beta-lactamase; OXA-61-like beta-lactamase	penicillin beta-lactam	antibiotic inactivation
BLMT	3005036	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Burkholderia glumae	118.00	0.00	118.00	39.01	165.00	164.27	0	0	0	0	N/A	N/A		423	Bleomycin resistant protein	glycopeptide antibiotic	antibiotic inactivation
ErmF	3000498	protein homolog model	Resistomes & Variants	2	98.5 - 99.62	NO	NO	Bacteroides thetaiotaomicron	2.00	0.00	2.00	9.31	107.50	156.50	0	0	0	0	N/A	N/A		921; 1452	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
CRP	3000518	protein homolog model	Resistomes & Variants	10	97.62 - 99.52	YES	NO	Citrobacter freundii; Escherichia coli; Shigella dysenteriae; Shigella sonnei; Shigella flexneri; Morganella morganii; Proteus vulgaris; Escherichia albertii; Proteus mirabilis	261.00	0.00	261.00	43.82	277.40	167.97	0	0	0	0	N/A	N/A		633; 633; 633; 633; 633; 633; 633; 633; 633; 633	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
mdtC	3000794	protein homolog model	Resistomes & Variants	23	92.39 - 99.8	YES	NO	Citrobacter freundii; Citrobacter portucalensis; Citrobacter amalonaticus; Enterobacter cloacae; Escherichia coli; Shigella sonnei; Enterobacter cancerogenus	802.00	0.00	802.00	18.38	670.48	163.44	0	0	0	0	N/A	N/A		4491; 3081; 3081; 3081; 3078; 3078; 3078; 3078; 3078; 3078; 6201; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
AAC(6')-Ib-cr6	3005116	protein homolog model	Resistomes & Variants	3	98.99	NO	NO	Citrobacter freundii; Escherichia coli	107.00	0.00	107.00	15.95	127.67	142.12	0	0	0	0	N/A	N/A		756; 840; 804	AAC(6'); AAC(6')-Ib-cr	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic inactivation
leuO	3003843	protein homolog model	Resistomes & Variants	20	79.62 - 100.0	YES	NO	Citrobacter freundii; Enterobacter asburiae; Escherichia coli; Klebsiella pneumoniae; Klebsiella oxytoca; Klebsiella quasipneumoniae; Leclercia adecarboxylata	653.00	0.00	653.00	34.29	343.45	158.88	0	0	0	0	N/A	N/A		1164; 1026; 945; 1122; 945; 963; 945; 945; 1005; 945; 1134; 1035; 969; 1122; 960; 1020; 951; 951; 969; 945	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
APH(3')-Ia	3002641	protein homolog model	Resistomes & Variants	3	98.08 - 98.15	YES	NO	Deinococcus radiodurans; Klebsiella pneumoniae; Enterobacter hormaechei	29.00	0.00	29.00	26.88	265.33	174.33	0	0	0	0	N/A	N/A		1023; 1014; 858	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
tet(W/N/W)	3004442	protein homolog model	Resistomes & Variants	1	94.2	NO	NO	Bifidobacterium breve	1.00	0.00	1.00	6.20	119.00	188.00	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
tetB(P)	3000195	protein homolog model	Resistomes & Variants	3	96.47 - 99.23	YES	NO	Clostridium butyricum; Clostridium perfringens; Paeniclostridium sordellii; unclassified Bacteria; Peptacetobacter hiranonis	17.00	0.00	17.00	22.07	432.33	190.18	0	0	0	0	N/A	N/A		1959; 1959; 1959	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
AAC(6')-Ie-APH(2'')-Ia bifunctional protein	3002597	protein homolog model	Resistomes & Variants	5	99.79 - 100.0	YES	YES	Clostridium perfringens; Enterococcus faecalis; Staphylococcus aureus; Staphylococcus epidermidis; Staphylococcus haemolyticus; Escherichia coli; Staphylococcus saprophyticus	593.00	0.00	593.00	39.37	721.40	149.36	0	0	0	0	N/A	N/A		2058; 1488; 1476; 1743; 1446	aminoglycoside bifunctional resistance protein	aminoglycoside antibiotic	antibiotic inactivation
tet(44)	3000556	protein homolog model	Resistomes & Variants	2	96.56 - 98.91	YES	NO	Clostridium perfringens; Erysipelatoclostridium ramosum	37.00	0.00	37.00	49.71	956.00	188.56	0	0	0	0	N/A	N/A		1923; 1923	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
vanW gene in vanI cluster	3003724	protein homolog model	Resistomes & Variants	12	26.7 - 37.87	YES	NO	Clostridium perfringens; Bacillus subtilis; Clostridium botulinum; Clostridium sporogenes; Peptacetobacter hiranonis; Erysipelatoclostridium ramosum; Enterocloster clostridioformis; Peptoniphilus harei; Massilistercora timonensis	58.00	0.00	58.00	11.22	178.83	84.44	0	0	0	0	N/A	N/A		1545; 912; 1563; 1377; 1563; 1416; 1629; 1629; 1629; 1545; 1506; 1494	vanW; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
vanY gene in vanG cluster	3002959	protein homolog model	Resistomes & Variants	3	34.55 - 37.11	NO	NO	Bacillus pumilus; Bacillus subtilis	62.00	0.00	62.00	5.30	43.67	56.56	0	0	0	0	N/A	N/A		831; 822; 822	vanY; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
amrA	3002982	protein homolog model	Resistomes & Variants	1	74.11	YES	NO	Burkholderia cenocepacia	75.00	0.00	75.00	5.15	62.00	54.85	0	0	0	0	N/A	N/A		1203	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; aminoglycoside antibiotic	antibiotic efflux
FosXCC	3003208	protein homolog model	Resistomes & Variants	2	58.21 - 59.54	YES	NO	Clostridium botulinum; Enterococcus faecium	3.00	0.00	3.00	18.46	76.00	124.00	0	0	0	0	N/A	N/A		414; 411	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
catA1	3002683	protein homolog model	Resistomes & Variants	2	100.0	NO	NO	Citrobacter portucalensis; Escherichia coli	132.00	0.00	132.00	28.25	197.50	179.42	0	0	0	0	N/A	N/A		699; 699	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
Klebsiella pneumoniae KpnF	3004583	protein homolog model	Resistomes & Variants	7	68.81 - 99.08	YES	YES	Citrobacter amalonaticus; Yersinia kristensenii; Escherichia coli; Shigella flexneri; Shigella boydii; Shigella dysenteriae; Shigella sonnei; Proteus mirabilis; Klebsiella quasipneumoniae	79.00	0.00	79.00	37.83	125.00	145.59	0	0	0	0	N/A	N/A		330; 330; 330; 330; 330; 333; 330	small multidrug resistance (SMR) antibiotic efflux pump	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux
emrR	3000516	protein homolog model	Resistomes & Variants	15	90.86 - 100.0	YES	NO	Citrobacter amalonaticus; Escherichia coli; Klebsiella pneumoniae; Salmonella enterica; Enterobacter roggenkampii; Enterobacter hormaechei; Klebsiella michiganensis; Klebsiella quasipneumoniae	235.00	0.00	235.00	38.93	220.40	152.42	0	0	0	0	N/A	N/A		531; 582; 531; 531; 543; 531; 660; 639; 486; 531; 540; 531; 531; 654; 531	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
ErmB	3000375	protein homolog model	Resistomes & Variants	15	96.28 - 99.18	YES	YES	Streptococcus agalactiae; Streptococcus pyogenes; Streptococcus gallolyticus; Enterococcus faecium; Streptococcus suis; Streptococcus pasteurianus; Enterococcus faecalis; Staphylococcus aureus	1723.00	0.00	1723.00	54.07	426.53	158.80	0	0	0	0	N/A	N/A		810; 810; 750; 723; 807; 738; 678; 738; 792; 726; 795; 795; 855; 768; 738	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
mdeA	3007011	protein homolog model	Resistomes & Variants	7	55.0 - 98.45	NO	NO	Lactobacillus gasseri; Enterococcus faecium; Lactobacillus crispatus; Streptococcus mutans	147.00	0.00	147.00	32.20	437.00	124.63	0	0	0	0	N/A	N/A		1353; 1371; 1353; 1362; 1362; 1362; 1362	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; aminoglycoside antibiotic; penicillin beta-lactam; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux
vanU gene in vanG cluster	3004253	protein homolog model	Resistomes & Variants	1	80.6	NO	NO	Roseburia hominis	27.00	0.00	27.00	100.00	213.00	175.26	0	0	0	0	N/A	N/A		213	glycopeptide resistance gene cluster; vanU	glycopeptide antibiotic	antibiotic target alteration
mdtN	3003548	protein homolog model	Resistomes & Variants	10	98.25 - 99.71	YES	NO	Escherichia coli; Shigella dysenteriae	515.00	0.00	515.00	36.13	374.50	182.82	0	0	0	0	N/A	N/A		1032; 1032; 1023; 1032; 1032; 1032; 1071; 1032; 1032; 1032	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
mdtO	3003549	protein homolog model	Resistomes & Variants	14	97.36 - 99.71	YES	NO	Escherichia coli; Shigella dysenteriae	480.00	0.00	480.00	22.35	458.71	176.50	0	0	0	0	N/A	N/A		2052; 2052; 2052; 2052; 2052; 2052; 2064; 2046; 2052; 2052; 2052; 2052; 2052; 2052	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
emrA	3000027	protein homolog model	Resistomes & Variants	5	95.29 - 99.74	YES	NO	Escherichia coli; Shigella dysenteriae; Shigella sonnei	321.00	0.00	321.00	39.05	465.00	175.04	0	0	0	0	N/A	N/A		1173; 1173; 1212; 1299; 1212	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
mdtH	3001216	protein homolog model	Resistomes & Variants	14	98.01 - 100.0	YES	NO	Escherichia coli; Shigella dysenteriae; Shigella boydii	324.00	0.00	324.00	27.11	329.71	176.25	0	0	0	0	N/A	N/A		1209; 1209; 1209; 1251; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1239	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
mdtP	3003550	protein homolog model	Resistomes & Variants	17	97.75 - 99.8	YES	NO	Escherichia coli; Shigella dysenteriae; Shigella sonnei	455.00	0.00	455.00	26.07	440.59	183.64	0	0	0	0	N/A	N/A		1467; 1467; 1467; 1467; 1467; 1524; 1467; 1467; 1467; 1512; 1467; 1467; 1467; 1554; 1467; 3213; 3273	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
