#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_2	cds	227752	228810	+	KFELJI_04370	modC	molybdenum ABC transporter ATP-binding protein ModC	COG:COG4148, COG:P, RefSeq:WP_020953483.1, SO:0001217, UniParc:UPI0002D3842B, UniRef:UniRef100_A0A263KAZ8, UniRef:UniRef50_P09833, UniRef:UniRef90_A0A8B4FC68
contig_2	cds	228811	229629	-	KFELJI_04375	cof	pyridoxal phosphatase	COG:COG0561, COG:HR, RefSeq:WP_002895164.1, SO:0001217, UniParc:UPI0001A58452, UniRef:UniRef100_A0A0W8AQ32, UniRef:UniRef50_A0A0D7LPI9, UniRef:UniRef90_A0A483RUD3
contig_2	cds	229858	230853	+	KFELJI_04380	pgl	6-phosphogluconolactonase	COG:COG2706, COG:G, EC:3.1.1.31, GO:0006006, GO:0006098, GO:0017057, RefSeq:WP_002895166.1, SO:0001217, UniParc:UPI0002410ADA, UniRef:UniRef100_V0AV35, UniRef:UniRef50_A6T6J6, UniRef:UniRef90_A6T6J6
contig_2	cds	230964	231242	-	KFELJI_04385		two-component-system connector protein AriR	KEGG:K21976, SO:0001217, UniParc:UPI0001B745EC, UniRef:UniRef100_A0A0E1CHN4, UniRef:UniRef50_A0A223UEF4, UniRef:UniRef90_A0A223UEF4
contig_2	cds	231282	231587	-	KFELJI_04390		hypothetical protein	KEGG:K21975, RefSeq:WP_032433858.1, SO:0001217, UniParc:UPI00044E8B6A, UniRef:UniRef100_A0A4S7LBK7, UniRef:UniRef50_A0A7S9E197, UniRef:UniRef90_A0A7S9E197
contig_2	cds	231714	231959	-	KFELJI_04395	ycgZ	regulatory protein YcgZ	RefSeq:WP_004151693.1, SO:0001217, UniParc:UPI0001A58456, UniRef:UniRef100_A0A141RH68, UniRef:UniRef50_P75991, UniRef:UniRef90_A0A564I0G2
contig_2	cds	232289	233500	+	KFELJI_04400	eAL	diguanylate phosphodiesterase	COG:COG2200, COG:T, RefSeq:WP_004147656.1, SO:0001217, UniParc:UPI0002186595, UniRef:UniRef100_A0A7U7F2E8, UniRef:UniRef50_P75990, UniRef:UniRef90_A0A223UED2
contig_2	cds	233656	234390	+	KFELJI_04405	soxR	helix-turn-helix-type transcriptional regulator	COG:COG0789, COG:K, RefSeq:WP_004176830.1, SO:0001217, UniParc:UPI0001575D3D, UniRef:UniRef100_A0A7U7F2F2, UniRef:UniRef50_P75989, UniRef:UniRef90_R4YCU9
contig_2	cds	234432	234986	-	KFELJI_04410	csgD	LuxR family transcriptional regulator	COG:COG2771, COG:K, RefSeq:WP_004151695.1, SO:0001217, UniParc:UPI0001575D3E, UniRef:UniRef100_A0A7U7F347, UniRef:UniRef50_A0A663ASH1, UniRef:UniRef90_A0A663ASH1
contig_2	cds	235068	235280	-	KFELJI_04415		Biofilm development protein YmgB/AriR	RefSeq:WP_002895280.1, SO:0001217, UniParc:UPI0001B74030, UniRef:UniRef100_W9B5Q7, UniRef:UniRef50_A0A0E1CLM4, UniRef:UniRef90_A0A0E1CLM4
contig_2	cds	236016	236522	+	KFELJI_04420		hypothetical protein	RefSeq:WP_002895283.1, SO:0001217, UniParc:UPI0001575D3F, UniRef:UniRef100_A0A7U7F2F3, UniRef:UniRef50_B5XRF4, UniRef:UniRef90_A0A169AQY3
contig_2	cds	236539	237504	-	KFELJI_04425	wecH	acyltransferase	COG:COG3274, COG:M, KEGG:K21976, SO:0001217, UniParc:UPI0004526634, UniRef:UniRef100_A0A4S4V8X2, UniRef:UniRef50_A0A0H3HGG5, UniRef:UniRef90_W9BEV8
contig_2	cds	237501	240566	-	KFELJI_04430		MFS transporter	RefSeq:WP_032432821.1, SO:0001217, UniParc:UPI000445178E, UniRef:UniRef100_A0A4V3Y970, UniRef:UniRef50_A0A485BUR3, UniRef:UniRef90_A0A0C7KHD5
contig_2	cds	240567	241652	-	KFELJI_04435	acrA	efflux RND transporter periplasmic adaptor subunit	COG:COG0845, COG:MV, RefSeq:WP_004147662.1, SO:0001217, UniParc:UPI0001A5845A, UniRef:UniRef100_A0A060VMI0, UniRef:UniRef50_A0A060VMI0, UniRef:UniRef90_A0A060VMI0
contig_2	cds	241707	241817	-	KFELJI_04440		(pseudo) hypothetical protein	SO:0001217, UniParc:UPI0001575D42, UniRef:UniRef100_A0A447S3R1, UniRef:UniRef50_A0A447S3R1, UniRef:UniRef90_A0A447S3R1
contig_2	cds	242186	242617	+	KFELJI_04445	uspA	universal stress protein UspG	COG:COG0589, COG:T, KEGG:K11932, RefSeq:WP_004183465.1, SO:0001217, UniParc:UPI0001575D43, UniRef:UniRef100_A0A7U7IGE2, UniRef:UniRef50_A0A1P7U0L3, UniRef:UniRef90_R4YH07
contig_2	cds	242669	245356	+	KFELJI_04450	mgtA	carbonate dehydratase	COG:COG0474, COG:P, RefSeq:WP_004179084.1, SO:0001217, UniParc:UPI0001575D44, UniRef:UniRef100_W9BFC5, UniRef:UniRef50_A0A060VFZ0, UniRef:UniRef90_A0A060VFZ0
contig_2	cds	245629	246912	-	KFELJI_04455	pemB	putative acyl-CoA thioester hydrolase	COG:COG4677, COG:GI, RefSeq:WP_032432823.1, SO:0001217, UniParc:UPI000450D889, UniRef:UniRef100_A0A4S4UE99, UniRef:UniRef50_P46130, UniRef:UniRef90_A0A2A5MLY4
contig_2	cds	247067	248386	+	KFELJI_04460	hutI	imidazolonepropionase	COG:COG1228, COG:Q, EC:3.5.2.7, GO:0005506, GO:0005737, GO:0008270, GO:0019556, GO:0019557, GO:0050480, KEGG:K01468, RefSeq:WP_004153329.1, SO:0001217, UniParc:UPI000205CA44, UniRef:UniRef100_A6T6K7, UniRef:UniRef50_A0KF84, UniRef:UniRef90_A6T6K7
contig_2	cds	248383	249339	+	KFELJI_04465	hutG	formimidoylglutamase	COG:COG0010, COG:E, EC:3.5.3.8, GO:0019556, GO:0019557, GO:0030145, GO:0050415, RefSeq:WP_023316591.1, SO:0001217, UniParc:UPI0003BFAAA2, UniRef:UniRef100_A0A4S4YF58, UniRef:UniRef50_P19452, UniRef:UniRef90_P19452
contig_2	cds	249401	250126	+	KFELJI_04470	hutC	histidine utilization repressor	GO:0003677, GO:0003700, GO:0019556, GO:0019557, GO:0045892, RefSeq:WP_002895358.1, SO:0001217, UniParc:UPI000012CE82, UniRef:UniRef100_P12380, UniRef:UniRef50_P12380, UniRef:UniRef90_P12380
contig_2	cds	250269	251957	+	KFELJI_04475	hutU	urocanate hydratase	COG:COG2987, COG:E, EC:4.2.1.49, GO:0005737, GO:0016153, GO:0019556, GO:0019557, RefSeq:WP_004191250.1, SO:0001217, UniParc:UPI00029CB3A1, UniRef:UniRef100_A0A4S7JV98, UniRef:UniRef50_Q87UM6, UniRef:UniRef90_A8AJ16
contig_2	cds	251954	253480	+	KFELJI_04480	hutH	histidine ammonia-lyase	COG:COG2986, COG:E, EC:4.3.1.3, GO:0004397, GO:0005737, GO:0019556, GO:0019557, RefSeq:WP_004147671.1, SO:0001217, UniParc:UPI00026EA2A8, UniRef:UniRef100_A0A1S0WH32, UniRef:UniRef50_Q8ZQQ9, UniRef:UniRef90_A6T6L1
contig_2	cds	253579	254961	+	KFELJI_04485	proY	proline-specific permease ProY	COG:COG1113, COG:E, RefSeq:WP_004147672.1, SO:0001217, UniParc:UPI0001575D4A, UniRef:UniRef100_A0A7U7F2F4, UniRef:UniRef50_U3P9Q2, UniRef:UniRef90_R4YH02
contig_2	cds	255680	256156	-	KFELJI_04490	pEBP	kinase inhibitor	COG:COG1881, COG:R, RefSeq:WP_002895575.1, SO:0001217, UniParc:UPI0001575DB3, UniRef:UniRef100_A0A0W8AQ36, UniRef:UniRef50_A0A1Y2NUX2, UniRef:UniRef90_A0A0W8AQ36
contig_2	cds	256227	257534	-	KFELJI_04495	bioA	adenosylmethionine--8-amino-7-oxononanoate transaminase	COG:COG0161, COG:H, SO:0001217, UniParc:UPI00034221C6, UniRef:UniRef100_A0A6S5FKE2, UniRef:UniRef50_P12995, UniRef:UniRef90_A0A378AHW5
contig_2	cds	257730	258770	+	KFELJI_04500	bioB	biotin synthase BioB	COG:COG0502, COG:H, EC:2.8.1.6, GO:0004076, GO:0005506, GO:0009102, GO:0051537, GO:0051539, RefSeq:WP_002895580.1, SO:0001217, UniParc:UPI0001A5840A, UniRef:UniRef100_A6T6L5, UniRef:UniRef50_B3PI87, UniRef:UniRef90_A6T6L5
contig_2	cds	258767	259924	+	KFELJI_04505	bioF	8-amino-7-oxononanoate synthase	COG:COG0156, COG:H, EC:2.3.1.47, GO:0008710, GO:0009102, GO:0030170, RefSeq:WP_004191244.1, SO:0001217, UniParc:UPI00029CCF4E, UniRef:UniRef100_A0A4S4UE88, UniRef:UniRef50_Q7N6Q6, UniRef:UniRef90_A6T6L6
contig_2	cds	259908	260663	+	KFELJI_04510	bioC	malonyl-ACP O-methyltransferase BioC	COG:COG2226, COG:H, RefSeq:WP_004142100.1, SO:0001217, UniParc:UPI0001575DB7, UniRef:UniRef100_A0A0E1CH25, UniRef:UniRef50_P12999, UniRef:UniRef90_A0A181VHW4
contig_2	cds	260656	261378	+	KFELJI_04515	bioD	dethiobiotin synthase	COG:COG0132, COG:H, RefSeq:WP_002895648.1, SO:0001217, UniParc:UPI0001575DB8, UniRef:UniRef100_A0A7U7F2G1, UniRef:UniRef50_P13000, UniRef:UniRef90_A0A169B3E9
contig_2	cds	261320	262042	-	KFELJI_04520	livF	ABC transporter ATP-binding protein	COG:COG0410, COG:E, RefSeq:WP_004152853.1, SO:0001217, UniParc:UPI0002410C92, UniRef:UniRef100_W9BFD1, UniRef:UniRef50_W9BFD1, UniRef:UniRef90_W9BFD1
contig_2	cds	262753	264774	+	KFELJI_04525	uvrB	excinuclease ABC subunit UvrB	COG:COG0556, COG:L, GO:0003677, GO:0004386, GO:0005524, GO:0005737, GO:0006289, GO:0009380, GO:0009381, GO:0009432, GO:0016887, RefSeq:WP_002895655.1, SO:0001217, UniParc:UPI0001575DB9, UniRef:UniRef100_A6T6L9, UniRef:UniRef50_B0RRD9, UniRef:UniRef90_B7LJY3
contig_2	cds	264952	265044	+	KFELJI_04530		hypothetical protein	SO:0001217, UniParc:UPI0001BDD3C4, UniRef:UniRef100_A0A0E1CH20, UniRef:UniRef50_A0A0E1CH20, UniRef:UniRef90_A0A0E1CH20
contig_2	cds	265023	266120	-	KFELJI_04535	pmrB	two-component system sensor histidine kinase PmrB	COG:COG0642, COG:T, RefSeq:WP_002895658.1, SO:0001217, UniParc:UPI000205CEB7, UniRef:UniRef100_A0A086ICK6, UniRef:UniRef50_P30844, UniRef:UniRef90_A0A086ICK6
contig_2	cds	266124	266795	-	KFELJI_04540	pmrA_G53S	two-component system response regulator PmrA	COG:COG0745, COG:TK, RefSeq:WP_002895659.1, SO:0001217, UniParc:UPI0001575DBC, UniRef:UniRef100_A0A0E1CH32, UniRef:UniRef50_P30843, UniRef:UniRef90_A0A0J2LBB6
contig_2	cds	266795	268435	-	KFELJI_04545	eptA	phosphoethanolamine transferase EptA	COG:COG2194, COG:M, EC:2.7.8.43, KEGG:K03760, RefSeq:WP_032432825.1, SO:0001217, UniParc:UPI000445B1C8, UniRef:UniRef100_A0A4S4YFX8, UniRef:UniRef50_P36555, UniRef:UniRef90_A0A377Z8G0
contig_2	cds	268540	269445	-	KFELJI_04550	cofD	2-phospho-L-lactate transferase CofD	COG:COG0391, COG:GH, RefSeq:WP_004142092.1, SO:0001217, UniParc:UPI0001575DBE, UniRef:UniRef100_W1EEL1, UniRef:UniRef50_P75767, UniRef:UniRef90_A0A068SI57
contig_2	ncRNA-region	269654	269792	+			Moco (molybdenum cofactor) riboswitch	RFAM:RF01055, SO:0000035
contig_2	cds	269747	270769	+	KFELJI_04555	moaA	GTP 3',8-cyclase MoaA	COG:COG2896, COG:H, SO:0001217, UniParc:UPI0002410C94, UniRef:UniRef100_A0A0E1CHK2, UniRef:UniRef50_Q83S40, UniRef:UniRef90_A0A090V1Z4
contig_2	cds	270793	271305	+	KFELJI_04560	moaB	molybdenum cofactor biosynthesis protein B	COG:COG0521, COG:H, RefSeq:WP_032432827.1, SO:0001217, UniParc:UPI00045012B7, UniRef:UniRef100_A0A4S7LEF9, UniRef:UniRef50_P0AF00, UniRef:UniRef90_A0A1B3EZ39
contig_2	cds	271309	271797	+	KFELJI_04565	moaC	cyclic pyranopterin monophosphate synthase MoaC	COG:COG0315, COG:H, EC:4.6.1.17, GO:0006777, GO:0061799, KEGG:K03637, RefSeq:WP_002895670.1, SO:0001217, UniParc:UPI0001575DC1, UniRef:UniRef100_A6T6M7, UniRef:UniRef50_Q8Z887, UniRef:UniRef90_A6T6M7
contig_2	cds	271790	272038	+	KFELJI_04570	moaD	molybdopterin synthase sulfur carrier subunit	RefSeq:WP_002895672.1, SO:0001217, UniParc:UPI0001575DC2, UniRef:UniRef100_A0A0E1CLY8, UniRef:UniRef50_A0A384GKA7, UniRef:UniRef90_A0A378A1X3
contig_2	cds	272040	272492	+	KFELJI_04575	moaE	molybdopterin synthase catalytic subunit MoaE	EC:2.8.1.12, KEGG:K03635, RefSeq:WP_002895674.1, SO:0001217, UniParc:UPI0001575DC3, UniRef:UniRef100_A0A2X3H1S3, UniRef:UniRef50_A0A2X4V8J6, UniRef:UniRef90_A0A2X3H1S3
contig_2	cds	272538	273242	+	KFELJI_04580	ybhL	Inhibitor of apoptosis-promoting Bax1	COG:COG0670, COG:P, SO:0001217, UniRef:UniRef50_P0AAC5, UniRef:UniRef90_G8LFW0
contig_2	cds	273661	274626	-	KFELJI_04585	aglD2	Lysylphosphatidylglycerol synthase TM region	COG:COG0392, COG:M, RefSeq:WP_002895728.1, SO:0001217, UniParc:UPI0001A58415, UniRef:UniRef100_W9BNR7, UniRef:UniRef50_P75770, UniRef:UniRef90_A0A378BSZ1
contig_2	cds	274623	275867	-	KFELJI_04590	clsB	cardiolipin synthase ClsB	COG:COG1502, COG:I, RefSeq:WP_002895730.1, SO:0001217, UniParc:UPI0001575DC6, UniRef:UniRef100_A0A7U7F2H0, UniRef:UniRef50_A0A0F1DLM7, UniRef:UniRef90_A0A0J4NYB4
contig_2	cds	275864	276625	-	KFELJI_04595	elsH	Uncharacterized protein YbhP	COG:COG3568, COG:R, RefSeq:WP_016947492.1, SO:0001217, UniParc:UPI000311C5C0, UniRef:UniRef100_A0A1S0WHQ4, UniRef:UniRef50_P0AAW3, UniRef:UniRef90_A0A1D8JRA2
contig_2	cds	276757	277194	+	KFELJI_04600		Putative inner membrane protein YbhQ	RefSeq:WP_004176793.1, SO:0001217, UniParc:UPI0001575DC8, UniRef:UniRef100_W9B5T6, UniRef:UniRef50_A0A6M5D1Y8, UniRef:UniRef90_A0A086ID11
contig_2	cds	277255	278361	-	KFELJI_04605	yadH	ABC-2 family transporter protein	COG:COG0842, COG:V, RefSeq:WP_004142068.1, SO:0001217, UniParc:UPI0001A58417, UniRef:UniRef100_J2DNB3, UniRef:UniRef50_P0AFQ0, UniRef:UniRef90_A0A0E1CHJ3
contig_2	cds	278491	279624	-	KFELJI_04610	yadH	ABC-2 family transporter protein	COG:COG0842, COG:V, RefSeq:WP_002895739.1, SO:0001217, UniParc:UPI0001575E13, UniRef:UniRef100_A0A7U7IIK6, UniRef:UniRef50_P0AFQ4, UniRef:UniRef90_A0A377ZAL2
contig_2	cds	279614	281353	-	KFELJI_04615	lptB	LPS export ABC transporter ATP-binding protein	COG:COG1131, COG:V, RefSeq:WP_032432829.1, SO:0001217, UniParc:UPI00044BFF46, UniRef:UniRef100_A0A4S7LI63, UniRef:UniRef50_A0A2X3KQ05, UniRef:UniRef90_A0A2X3KQ05
contig_2	cds	281346	282341	-	KFELJI_04620	hlyD	secretion protein HlyD	COG:COG1566, COG:V, RefSeq:WP_002895745.1, SO:0001217, UniParc:UPI0001575E15, UniRef:UniRef100_A0A7U7F2I1, UniRef:UniRef50_Q8FJN6, UniRef:UniRef90_A0A3S4EP42
contig_2	cds	282341	283000	-	KFELJI_04625	cecR	transcriptional regulator CecR	COG:COG1309, COG:K, RefSeq:WP_032424165.1, SO:0001217, UniParc:UPI00044EF3C9, UniRef:UniRef100_A0A4S7LRU5, UniRef:UniRef50_A0A0A5SYW9, UniRef:UniRef90_A0A0J4W0S6
contig_2	cds	283074	283997	-	KFELJI_04630	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, KEGG:K03566, RefSeq:WP_004179102.1, SO:0001217, UniParc:UPI0001575E17, UniRef:UniRef100_W9BNR9, UniRef:UniRef50_W9BNR9, UniRef:UniRef90_W9BNR9
contig_2	cds	284414	285745	+	KFELJI_04635	uhpC	MFS transporter	COG:COG2271, COG:G, RefSeq:WP_004212200.1, SO:0001217, UniParc:UPI0002B5BEE5, UniRef:UniRef100_A0A4S7G3B9, UniRef:UniRef50_A0A483GJR8, UniRef:UniRef90_A0A483GJR8
contig_2	cds	285796	286545	+	KFELJI_04640	fabG	short-chain dehydrogenase	COG:COG1028, COG:I, RefSeq:WP_002895750.1, SO:0001217, UniParc:UPI0001A58433, UniRef:UniRef100_A0A0E1CGX9, UniRef:UniRef50_P55575, UniRef:UniRef90_A0A0J2LBD2
contig_2	cds	286559	287404	+	KFELJI_04645	tktA1	transketolase	COG:COG3959, COG:G, RefSeq:WP_002895753.1, SO:0001217, UniParc:UPI0001575E1A, UniRef:UniRef100_A0A086ICI4, UniRef:UniRef50_A0A086ICI4, UniRef:UniRef90_A0A086ICI4
contig_2	cds	287404	288396	+	KFELJI_04650	tktA2	transketolase	COG:COG3958, COG:G, RefSeq:WP_002895757.1, SO:0001217, UniParc:UPI0001575E1B, UniRef:UniRef100_A0A7U7F495, UniRef:UniRef50_A0A238L7R9, UniRef:UniRef90_A0A060VG22
contig_2	cds	288611	289945	+	KFELJI_04655	rhlE	ATP-dependent RNA helicase RhlE	COG:COG0513, COG:L, RefSeq:WP_016947488.1, SO:0001217, UniParc:UPI000310E477, UniRef:UniRef100_A0A2A2BFN0, UniRef:UniRef50_P25888, UniRef:UniRef90_A0A0E1CLF2
contig_2	cds	290133	292289	+	KFELJI_04660	dinG	ATP-dependent DNA helicase DinG	COG:COG1199, COG:L, EC:3.6.4.12, EC:5.6.2.3, GO:0003677, GO:0003678, GO:0005524, GO:0006281, GO:0006310, GO:0009432, GO:0016887, GO:0032508, GO:0033677, GO:0046872, GO:0051539, KEGG:K03722, RefSeq:WP_004147693.1, SO:0001217, UniParc:UPI0001575E1D, UniRef:UniRef100_W9BFE3, UniRef:UniRef50_P27296, UniRef:UniRef90_P27296
contig_2	cds	292319	293287	+	KFELJI_04665	ybiB	DNA-binding protein YbiB	COG:COG0547, COG:E, RefSeq:WP_004179105.1, SO:0001217, UniParc:UPI000205D5E8, UniRef:UniRef100_A0A7U7F2I0, UniRef:UniRef50_P30177, UniRef:UniRef90_A6T6P7
contig_2	cds	293397	293657	-	KFELJI_04670	ybiJ	DUF1471 domain-containing protein	KEGG:K12151, RefSeq:WP_004176772.1, SO:0001217, UniParc:UPI0001575E1F, UniRef:UniRef100_V0AF92, UniRef:UniRef50_A0A0E1CGY4, UniRef:UniRef90_V0AF92
contig_2	cds	293943	294209	-	KFELJI_04675	dksA	DksA/TraR family C4-type zinc finger protein	COG:COG1734, COG:K, RefSeq:WP_002895824.1, SO:0001217, UniParc:UPI00018144CC, UniRef:UniRef100_A0A7U8VDF9, UniRef:UniRef50_A7MEZ3, UniRef:UniRef90_A0A7I7ABJ9
contig_2	cds	294230	294490	-	KFELJI_04680		DUF1471 domain-containing protein	KEGG:K13650, RefSeq:WP_004176771.1, SO:0001217, UniParc:UPI000241E085, UniRef:UniRef100_A0A1V7M9L7, UniRef:UniRef50_A0A1V2BTY4, UniRef:UniRef90_W9BNS1
contig_2	cds	294630	295244	-	KFELJI_04685	rutF	Asp/Glu/hydantoin racemase	COG:C, COG:COG1853, RefSeq:WP_002895828.1, SO:0001217, UniParc:UPI0001A58438, UniRef:UniRef100_A0A7U7IIL0, UniRef:UniRef50_A0A085GGK1, UniRef:UniRef90_A6T6Q0
contig_2	cds	295341	296255	+	KFELJI_04690	rlmF	23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF	COG:COG3129, COG:J, EC:2.1.1.181, GO:0005737, GO:0052907, RefSeq:WP_002895831.1, SO:0001217, UniParc:UPI0001575E22, UniRef:UniRef100_A6T6Q1, UniRef:UniRef50_A8AIX5, UniRef:UniRef90_A6T6Q1
contig_2	cds	296258	298453	-	KFELJI_04695	ybiO	mechanosensitive channel protein	COG:COG0668, COG:M, RefSeq:WP_004142041.1, SO:0001217, UniParc:UPI0001575E6F, UniRef:UniRef100_J2X9Z9, UniRef:UniRef50_P75783, UniRef:UniRef90_A0A0B7GBR1
contig_2	cds	298565	299287	-	KFELJI_04700	glnQ	glutamine ABC transporter ATP-binding protein GlnQ	COG:COG1126, COG:E, RefSeq:WP_004142040.1, SO:0001217, UniParc:UPI0001575E70, UniRef:UniRef100_A0A0W8AQ82, UniRef:UniRef50_A0A0W8AQ82, UniRef:UniRef90_A0A0W8AQ82
contig_2	cds	299284	299943	-	KFELJI_04705	glnP	glutamine ABC transporter permease GlnP	COG:COG0765, COG:E, GO:0006865, GO:0022857, GO:0043190, RefSeq:WP_002895837.1, SO:0001217, UniParc:UPI0001575E71, UniRef:UniRef100_A0A7U7F384, UniRef:UniRef50_P0AEQ8, UniRef:UniRef90_P0AEQ8
contig_2	cds	300069	300815	-	KFELJI_04710	glnH	glutamine ABC transporter substrate-binding protein GlnH	GO:0015276, GO:0016020, GO:0030288, GO:0055052, GO:1903803, RefSeq:WP_002895839.1, SO:0001217, UniParc:UPI0001575E72, UniRef:UniRef100_A0A0E1CGW3, UniRef:UniRef50_P0AEQ5, UniRef:UniRef90_P0AEQ5
contig_2	cds	301224	301727	-	KFELJI_04715	dps	DNA starvation/stationary phase protection protein Dps	COG:COG0783, COG:PV, EC:1.16.-.-, GO:0003677, GO:0005737, GO:0006879, GO:0008199, GO:0009295, GO:0016722, GO:0030261, KEGG:K04047, RefSeq:WP_002895841.1, SO:0001217, UniParc:UPI0001575E73, UniRef:UniRef100_B5XYT2, UniRef:UniRef50_Q8FJM0, UniRef:UniRef90_Q8FJM0
contig_2	cds	301965	302852	-	KFELJI_04720	rhtA	threonine/homoserine exporter RhtA	COG:COG5006, COG:E, RefSeq:WP_002895842.1, SO:0001217, UniParc:UPI0001575E74, UniRef:UniRef100_A0A060VG35, UniRef:UniRef50_P0AA69, UniRef:UniRef90_A0A060VG35
contig_2	cds	303204	303716	+	KFELJI_04725	ompX	outer membrane protein OmpX	COG:COG3637, COG:M, KEGG:K11934, RefSeq:WP_002895845.1, SO:0001217, UniParc:UPI00000BCA28, UniRef:UniRef100_A0A0E1CGV7, UniRef:UniRef50_P0A919, UniRef:UniRef90_A0A087FSX6
contig_2	cds	303807	305387	-	KFELJI_04730	opgE	phosphoethanolamine transferase	COG:COG2194, COG:M, RefSeq:WP_032432832.1, SO:0001217, UniParc:UPI00044B131F, UniRef:UniRef100_A0A4S8CMS2, UniRef:UniRef50_A0A084ZX23, UniRef:UniRef90_W9BNS3
contig_2	cds	305656	305781	-	KFELJI_04735	mntS	manganase accumulation protein MntS	RefSeq:WP_002895851.1, SO:0001217, UniParc:UPI0001A5843C, UniRef:UniRef100_A0A7U7F4G7, UniRef:UniRef50_P0DKB3, UniRef:UniRef90_A0A264C9G2
contig_2	cds	305967	306440	+	KFELJI_04740	mntR	manganese-binding transcriptional regulator MntR	COG:COG1321, COG:K, RefSeq:WP_004176765.1, SO:0001217, UniParc:UPI00021866A2, UniRef:UniRef100_A0A7U7F2J1, UniRef:UniRef50_A0A546XTS9, UniRef:UniRef90_A0A1C1F303
contig_2	cds	306437	307549	+	KFELJI_04745	arsB	anion transporter	COG:COG1055, COG:P, RefSeq:WP_002895863.1, SO:0001217, UniParc:UPI0001575E77, UniRef:UniRef100_A0A7U7IGF6, UniRef:UniRef50_A0A502GMG3, UniRef:UniRef90_A0A0J4NX52
contig_2	cds	307719	309095	+	KFELJI_04750	bglB	6-phospho-beta-glucosidase	COG:COG2723, COG:G, RefSeq:WP_020802651.1, SO:0001217, UniParc:UPI0003420E35, UniRef:UniRef100_A0A4S4UFD4, UniRef:UniRef50_A0A137PYQ4, UniRef:UniRef90_A0A2X3IXA1
contig_2	cds	309164	309880	+	KFELJI_04755	mngR	GntR family transcriptional regulator	COG:COG2188, COG:K, KEGG:K03492, RefSeq:WP_004151705.1, SO:0001217, UniParc:UPI00021866A4, UniRef:UniRef100_A0A7U7IGK5, UniRef:UniRef50_C9XZX8, UniRef:UniRef90_W9BNS4
contig_2	cds	310027	311016	-	KFELJI_04760	ldtB	L,D-transpeptidase	COG:COG1376, COG:M, SO:0001217, UniParc:UPI0002410027, UniRef:UniRef100_A0A7U9GYS1, UniRef:UniRef50_A0A0U5L207, UniRef:UniRef90_H3NA23
contig_2	cds	311142	311927	-	KFELJI_04765	oca4	protein-tyrosine-phosphatase	COG:COG2365, COG:T, RefSeq:WP_002895874.1, SO:0001217, UniParc:UPI0001575E7A, UniRef:UniRef100_V0AEQ4, UniRef:UniRef50_A0A0J5AYI9, UniRef:UniRef90_A0A0J5AYI9
contig_2	cds	312106	313698	+	KFELJI_04770	uup	ABC-F family ATPase	COG:COG0488, COG:R, RefSeq:WP_002895876.1, SO:0001217, UniParc:UPI0001A58441, UniRef:UniRef100_A0A7U7F2J5, UniRef:UniRef50_Q39FV4, UniRef:UniRef90_A0A084ZU64
contig_2	cds	313854	316217	-	KFELJI_04775	yicI	alpha-glucosidase	COG:COG1501, COG:G, RefSeq:WP_021463009.1, SO:0001217, UniParc:UPI0003902C3D, UniRef:UniRef100_A0A4S4UCZ0, UniRef:UniRef50_A0A0A1A385, UniRef:UniRef90_A0A3S4JB54
contig_2	cds	316233	317534	-	KFELJI_04780	uhpC	MFS transporter	COG:COG2271, COG:G, RefSeq:WP_002895884.1, SO:0001217, UniParc:UPI0001575E7D, UniRef:UniRef100_A0A0E1CGW0, UniRef:UniRef50_A0A498R6J3, UniRef:UniRef90_A0A0E1CGW0
contig_2	cds	317833	318906	+	KFELJI_04785	purR	cytochrome-c peroxidase	COG:COG1609, COG:K, RefSeq:WP_032424178.1, SO:0001217, UniParc:UPI00044E5EC9, UniRef:UniRef100_A0A6G4S2E7, UniRef:UniRef50_A0A0A1AJ48, UniRef:UniRef90_A0A169FZJ6
contig_2	cds	318903	320168	-	KFELJI_04790		DUF1479 domain-containing protein	RefSeq:WP_032432835.1, SO:0001217, UniParc:UPI000453153F, UniRef:UniRef100_A0A4S8DEH2, UniRef:UniRef50_P75791, UniRef:UniRef90_A0A087FSW3
contig_2	cds	320308	321123	-	KFELJI_04795	cof	sugar-phosphatase	COG:COG0561, COG:HR, RefSeq:WP_004176742.1, SO:0001217, UniParc:UPI000282E6B8, UniRef:UniRef100_A0A1W1PZY1, UniRef:UniRef50_A0A1Y6GLD3, UniRef:UniRef90_A0A1Y6GLD3
contig_2	cds	321300	323732	-	KFELJI_04800	ybiW	putative dehydratase YbiW	COG:C, COG:COG1882, EC:4.2.1.-, GO:0005829, GO:0016829, RefSeq:WP_023286182.1, SO:0001217, UniParc:UPI0003BFA6E1, UniRef:UniRef100_A0A4S4UFC5, UniRef:UniRef50_P75793, UniRef:UniRef90_P75793
contig_2	cds	323737	324636	-	KFELJI_04805	pflA	glycyl-radical enzyme activating protein	COG:COG1180, COG:O, RefSeq:WP_004212171.1, SO:0001217, UniParc:UPI0002B5D17E, UniRef:UniRef100_A0A4U9ZLQ0, UniRef:UniRef50_A0A6N2VWG1, UniRef:UniRef90_A0A2X3DL26
